%frequency	 %AdV2017-WB	 %AdV2019-WB
   9.8476161e+01   6.9322616e-24   5.3425996e-24
   9.8703248e+01   6.9299789e-24   5.3391526e-24
   9.8930858e+01   6.9277031e-24   5.3357165e-24
   9.9158994e+01   6.9254344e-24   5.3322910e-24
   9.9387655e+01   6.9231726e-24   5.3288763e-24
   9.9616844e+01   6.9209177e-24   5.3254722e-24
   9.9846561e+01   6.9186697e-24   5.3220787e-24
   1.0007681e+02   6.9164285e-24   5.3186957e-24
   1.0030759e+02   6.9141942e-24   5.3153233e-24
   1.0053890e+02   6.9119668e-24   5.3119612e-24
   1.0077074e+02   6.9097461e-24   5.3086096e-24
   1.0100312e+02   6.9075322e-24   5.3052683e-24
   1.0123603e+02   6.9053251e-24   5.3019373e-24
   1.0146948e+02   6.9031247e-24   5.2986165e-24
   1.0170347e+02   6.9009311e-24   5.2953059e-24
   1.0193800e+02   6.8987441e-24   5.2920055e-24
   1.0217307e+02   6.8965638e-24   5.2887151e-24
   1.0240868e+02   6.8943901e-24   5.2854348e-24
   1.0264484e+02   6.8922231e-24   5.2821646e-24
   1.0288154e+02   6.8900627e-24   5.2789042e-24
   1.0311878e+02   6.8879089e-24   5.2756538e-24
   1.0335658e+02   6.8857617e-24   5.2724133e-24
   1.0359492e+02   6.8836210e-24   5.2691826e-24
   1.0383381e+02   6.8814869e-24   5.2659616e-24
   1.0407325e+02   6.8793593e-24   5.2627504e-24
   1.0431324e+02   6.8772381e-24   5.2595489e-24
   1.0455379e+02   6.8751235e-24   5.2563570e-24
   1.0479489e+02   6.8730153e-24   5.2531747e-24
   1.0503655e+02   6.8709136e-24   5.2500020e-24
   1.0527876e+02   6.8688182e-24   5.2468388e-24
   1.0552154e+02   6.8667293e-24   5.2436851e-24
   1.0576487e+02   6.8646468e-24   5.2405408e-24
   1.0600877e+02   6.8625706e-24   5.2374059e-24
   1.0625322e+02   6.8605008e-24   5.2342804e-24
   1.0649824e+02   6.8584373e-24   5.2311641e-24
   1.0674383e+02   6.8563802e-24   5.2280571e-24
   1.0698998e+02   6.8543293e-24   5.2249594e-24
   1.0723670e+02   6.8522848e-24   5.2218709e-24
   1.0748399e+02   6.8502464e-24   5.2187915e-24
   1.0773185e+02   6.8482144e-24   5.2157212e-24
   1.0798028e+02   6.8461886e-24   5.2126600e-24
   1.0822928e+02   6.8441690e-24   5.2096078e-24
   1.0847886e+02   6.8421556e-24   5.2065646e-24
   1.0872901e+02   6.8401484e-24   5.2035304e-24
   1.0897974e+02   6.8381473e-24   5.2005051e-24
   1.0923105e+02   6.8361524e-24   5.1974887e-24
   1.0948294e+02   6.8341637e-24   5.1944812e-24
   1.0973541e+02   6.8321811e-24   5.1914824e-24
   1.0998846e+02   6.8302045e-24   5.1884924e-24
   1.1024209e+02   6.8282341e-24   5.1855112e-24
   1.1049631e+02   6.8262698e-24   5.1825387e-24
   1.1075112e+02   6.8243115e-24   5.1795748e-24
   1.1100651e+02   6.8223593e-24   5.1766196e-24
   1.1126249e+02   6.8204131e-24   5.1736730e-24
   1.1151906e+02   6.8184730e-24   5.1707349e-24
   1.1177623e+02   6.8165388e-24   5.1678054e-24
   1.1203398e+02   6.8146107e-24   5.1648844e-24
   1.1229234e+02   6.8126885e-24   5.1619718e-24
   1.1255128e+02   6.8107723e-24   5.1590677e-24
   1.1281083e+02   6.8088620e-24   5.1561719e-24
   1.1307097e+02   6.8069577e-24   5.1532846e-24
   1.1333171e+02   6.8050593e-24   5.1504055e-24
   1.1359306e+02   6.8031669e-24   5.1475348e-24
   1.1385500e+02   6.8012803e-24   5.1446724e-24
   1.1411755e+02   6.7993996e-24   5.1418181e-24
   1.1438071e+02   6.7975248e-24   5.1389721e-24
   1.1464447e+02   6.7956559e-24   5.1361343e-24
   1.1490884e+02   6.7937928e-24   5.1333046e-24
   1.1517382e+02   6.7919356e-24   5.1304830e-24
   1.1543942e+02   6.7900842e-24   5.1276695e-24
   1.1570562e+02   6.7882386e-24   5.1248641e-24
   1.1597244e+02   6.7863988e-24   5.1220667e-24
   1.1623987e+02   6.7845648e-24   5.1192772e-24
   1.1650792e+02   6.7827365e-24   5.1164958e-24
   1.1677659e+02   6.7809141e-24   5.1137223e-24
   1.1704588e+02   6.7790974e-24   5.1109566e-24
   1.1731579e+02   6.7772864e-24   5.1081989e-24
   1.1758632e+02   6.7754812e-24   5.1054490e-24
   1.1785747e+02   6.7736818e-24   5.1027070e-24
   1.1812925e+02   6.7718880e-24   5.0999727e-24
   1.1840166e+02   6.7700999e-24   5.0972462e-24
   1.1867469e+02   6.7683175e-24   5.0945275e-24
   1.1894836e+02   6.7665408e-24   5.0918164e-24
   1.1922265e+02   6.7647698e-24   5.0891131e-24
   1.1949758e+02   6.7630045e-24   5.0864174e-24
   1.1977314e+02   6.7612448e-24   5.0837293e-24
   1.2004934e+02   6.7594907e-24   5.0810489e-24
   1.2032618e+02   6.7577423e-24   5.0783760e-24
   1.2060365e+02   6.7559994e-24   5.0757107e-24
   1.2088176e+02   6.7542622e-24   5.0730529e-24
   1.2116052e+02   6.7525306e-24   5.0704026e-24
   1.2143991e+02   6.7508046e-24   5.0677598e-24
   1.2171996e+02   6.7490842e-24   5.0651245e-24
   1.2200064e+02   6.7473694e-24   5.0624966e-24
   1.2228198e+02   6.7456601e-24   5.0598761e-24
   1.2256396e+02   6.7439564e-24   5.0572630e-24
   1.2284659e+02   6.7422582e-24   5.0546572e-24
   1.2312988e+02   6.7405655e-24   5.0520587e-24
   1.2341382e+02   6.7388784e-24   5.0494676e-24
   1.2369841e+02   6.7371968e-24   5.0468838e-24
   1.2398366e+02   6.7355208e-24   5.0443072e-24
   1.2426957e+02   6.7338502e-24   5.0417379e-24
   1.2455613e+02   6.7321851e-24   5.0391757e-24
   1.2484336e+02   6.7305255e-24   5.0366208e-24
   1.2513125e+02   6.7288714e-24   5.0340731e-24
   1.2541981e+02   6.7272228e-24   5.0315325e-24
   1.2570902e+02   6.7255796e-24   5.0289990e-24
   1.2599891e+02   6.7239419e-24   5.0264726e-24
   1.2628946e+02   6.7223096e-24   5.0239533e-24
   1.2658069e+02   6.7206828e-24   5.0214411e-24
   1.2687259e+02   6.7190614e-24   5.0189359e-24
   1.2716515e+02   6.7174454e-24   5.0164377e-24
   1.2745840e+02   6.7158349e-24   5.0139465e-24
   1.2775232e+02   6.7142297e-24   5.0114624e-24
   1.2804692e+02   6.7126300e-24   5.0089851e-24
   1.2834219e+02   6.7110356e-24   5.0065148e-24
   1.2863815e+02   6.7094467e-24   5.0040514e-24
   1.2893479e+02   6.7078631e-24   5.0015949e-24
   1.2923212e+02   6.7062849e-24   4.9991453e-24
   1.2953013e+02   6.7047121e-24   4.9967026e-24
   1.2982882e+02   6.7031446e-24   4.9942667e-24
   1.3012821e+02   6.7015825e-24   4.9918376e-24
   1.3042829e+02   6.7000258e-24   4.9894152e-24
   1.3072906e+02   6.6984744e-24   4.9869997e-24
   1.3103052e+02   6.6969283e-24   4.9845909e-24
   1.3133268e+02   6.6953876e-24   4.9821889e-24
   1.3163553e+02   6.6938522e-24   4.9797936e-24
   1.3193908e+02   6.6923221e-24   4.9774050e-24
   1.3224333e+02   6.6907973e-24   4.9750231e-24
   1.3254829e+02   6.6892778e-24   4.9726479e-24
   1.3285395e+02   6.6877636e-24   4.9702793e-24
   1.3316031e+02   6.6862548e-24   4.9679173e-24
   1.3346738e+02   6.6847512e-24   4.9655619e-24
   1.3377515e+02   6.6832529e-24   4.9632132e-24
   1.3408364e+02   6.6817599e-24   4.9608710e-24
   1.3439284e+02   6.6802721e-24   4.9585354e-24
   1.3470275e+02   6.6787896e-24   4.9562063e-24
   1.3501337e+02   6.6773124e-24   4.9538838e-24
   1.3532472e+02   6.6758405e-24   4.9515677e-24
   1.3563678e+02   6.6743738e-24   4.9492582e-24
   1.3594956e+02   6.6729123e-24   4.9469551e-24
   1.3626306e+02   6.6714561e-24   4.9446585e-24
   1.3657728e+02   6.6700052e-24   4.9423684e-24
   1.3689223e+02   6.6685595e-24   4.9400846e-24
   1.3720790e+02   6.6671190e-24   4.9378073e-24
   1.3752431e+02   6.6656837e-24   4.9355364e-24
   1.3784144e+02   6.6642537e-24   4.9332719e-24
   1.3815930e+02   6.6628288e-24   4.9310137e-24
   1.3847790e+02   6.6614092e-24   4.9287619e-24
   1.3879723e+02   6.6599948e-24   4.9265164e-24
   1.3911730e+02   6.6585856e-24   4.9242772e-24
   1.3943810e+02   6.6571816e-24   4.9220444e-24
   1.3975965e+02   6.6557828e-24   4.9198178e-24
   1.4008193e+02   6.6543892e-24   4.9175975e-24
   1.4040496e+02   6.6530008e-24   4.9153835e-24
   1.4072874e+02   6.6516176e-24   4.9131757e-24
   1.4105326e+02   6.6502396e-24   4.9109741e-24
   1.4137853e+02   6.6488667e-24   4.9087788e-24
   1.4170455e+02   6.6474990e-24   4.9065897e-24
   1.4203132e+02   6.6461365e-24   4.9044068e-24
   1.4235885e+02   6.6447792e-24   4.9022300e-24
   1.4268713e+02   6.6434270e-24   4.9000594e-24
   1.4301617e+02   6.6420800e-24   4.8978950e-24
   1.4334596e+02   6.6407381e-24   4.8957367e-24
   1.4367652e+02   6.6394014e-24   4.8935845e-24
   1.4400784e+02   6.6380699e-24   4.8914384e-24
   1.4433992e+02   6.6367435e-24   4.8892984e-24
   1.4467277e+02   6.6354223e-24   4.8871645e-24
   1.4500639e+02   6.6341062e-24   4.8850367e-24
   1.4534077e+02   6.6327952e-24   4.8829150e-24
   1.4567593e+02   6.6314894e-24   4.8807993e-24
   1.4601186e+02   6.6301888e-24   4.8786896e-24
   1.4634856e+02   6.6288932e-24   4.8765859e-24
   1.4668604e+02   6.6276028e-24   4.8744883e-24
   1.4702430e+02   6.6263176e-24   4.8723966e-24
   1.4736334e+02   6.6250374e-24   4.8703110e-24
   1.4770316e+02   6.6237624e-24   4.8682313e-24
   1.4804377e+02   6.6224926e-24   4.8661575e-24
   1.4838516e+02   6.6212278e-24   4.8640898e-24
   1.4872734e+02   6.6199682e-24   4.8620279e-24
   1.4907030e+02   6.6187137e-24   4.8599720e-24
   1.4941406e+02   6.6174643e-24   4.8579220e-24
   1.4975861e+02   6.6162200e-24   4.8558779e-24
   1.5010395e+02   6.6149808e-24   4.8538397e-24
   1.5045009e+02   6.6137468e-24   4.8518074e-24
   1.5079703e+02   6.6125178e-24   4.8497810e-24
   1.5114477e+02   6.6112940e-24   4.8477604e-24
   1.5149331e+02   6.6100753e-24   4.8457457e-24
   1.5184266e+02   6.6088617e-24   4.8437368e-24
   1.5219281e+02   6.6076532e-24   4.8417338e-24
   1.5254377e+02   6.6064498e-24   4.8397365e-24
   1.5289553e+02   6.6052515e-24   4.8377451e-24
   1.5324811e+02   6.6040583e-24   4.8357595e-24
   1.5360150e+02   6.6028703e-24   4.8337797e-24
   1.5395571e+02   6.6016873e-24   4.8318056e-24
   1.5431073e+02   6.6005094e-24   4.8298373e-24
   1.5466657e+02   6.5993366e-24   4.8278748e-24
   1.5502324e+02   6.5981690e-24   4.8259180e-24
   1.5538072e+02   6.5970064e-24   4.8239670e-24
   1.5573903e+02   6.5958489e-24   4.8220217e-24
   1.5609817e+02   6.5946966e-24   4.8200822e-24
   1.5645813e+02   6.5935493e-24   4.8181483e-24
   1.5681892e+02   6.5924071e-24   4.8162202e-24
   1.5718055e+02   6.5912700e-24   4.8142977e-24
   1.5754301e+02   6.5901381e-24   4.8123809e-24
   1.5790630e+02   6.5890112e-24   4.8104698e-24
   1.5827044e+02   6.5878894e-24   4.8085644e-24
   1.5863541e+02   6.5867728e-24   4.8066647e-24
   1.5900122e+02   6.5856612e-24   4.8047706e-24
   1.5936788e+02   6.5845547e-24   4.8028821e-24
   1.5973539e+02   6.5834533e-24   4.8009993e-24
   1.6010374e+02   6.5823571e-24   4.7991221e-24
   1.6047294e+02   6.5812659e-24   4.7972505e-24
   1.6084299e+02   6.5801798e-24   4.7953846e-24
   1.6121389e+02   6.5790988e-24   4.7935242e-24
   1.6158565e+02   6.5780230e-24   4.7916695e-24
   1.6195827e+02   6.5769522e-24   4.7898203e-24
   1.6233175e+02   6.5758865e-24   4.7879767e-24
   1.6270609e+02   6.5748260e-24   4.7861387e-24
   1.6308129e+02   6.5737705e-24   4.7843062e-24
   1.6345736e+02   6.5727202e-24   4.7824793e-24
   1.6383429e+02   6.5716750e-24   4.7806580e-24
   1.6421209e+02   6.5706348e-24   4.7788422e-24
   1.6459077e+02   6.5695998e-24   4.7770320e-24
   1.6497031e+02   6.5685699e-24   4.7752272e-24
   1.6535074e+02   6.5675451e-24   4.7734280e-24
   1.6573204e+02   6.5665255e-24   4.7716344e-24
   1.6611422e+02   6.5655109e-24   4.7698462e-24
   1.6649728e+02   6.5645015e-24   4.7680635e-24
   1.6688122e+02   6.5634971e-24   4.7662863e-24
   1.6726605e+02   6.5624979e-24   4.7645147e-24
   1.6765177e+02   6.5615039e-24   4.7627485e-24
   1.6803837e+02   6.5605149e-24   4.7609878e-24
   1.6842587e+02   6.5595311e-24   4.7592325e-24
   1.6881426e+02   6.5585524e-24   4.7574827e-24
   1.6920355e+02   6.5575788e-24   4.7557384e-24
   1.6959373e+02   6.5566104e-24   4.7539995e-24
   1.6998482e+02   6.5556471e-24   4.7522661e-24
   1.7037681e+02   6.5546889e-24   4.7505381e-24
   1.7076970e+02   6.5537359e-24   4.7488156e-24
   1.7116349e+02   6.5527880e-24   4.7470985e-24
   1.7155820e+02   6.5518453e-24   4.7453868e-24
   1.7195381e+02   6.5509077e-24   4.7436806e-24
   1.7235034e+02   6.5499752e-24   4.7419797e-24
   1.7274778e+02   6.5490479e-24   4.7402843e-24
   1.7314614e+02   6.5481258e-24   4.7385942e-24
   1.7354541e+02   6.5472088e-24   4.7369096e-24
   1.7394561e+02   6.5462970e-24   4.7352304e-24
   1.7434673e+02   6.5453903e-24   4.7335565e-24
   1.7474877e+02   6.5444888e-24   4.7318880e-24
   1.7515175e+02   6.5435925e-24   4.7302250e-24
   1.7555565e+02   6.5427013e-24   4.7285673e-24
   1.7596048e+02   6.5418154e-24   4.7269149e-24
   1.7636625e+02   6.5409346e-24   4.7252679e-24
   1.7677295e+02   6.5400590e-24   4.7236263e-24
   1.7718059e+02   6.5391885e-24   4.7219901e-24
   1.7758917e+02   6.5383233e-24   4.7203592e-24
   1.7799869e+02   6.5374632e-24   4.7187336e-24
   1.7840916e+02   6.5366084e-24   4.7171134e-24
   1.7882057e+02   6.5357587e-24   4.7154985e-24
   1.7923293e+02   6.5349142e-24   4.7138890e-24
   1.7964624e+02   6.5340750e-24   4.7122848e-24
   1.8006051e+02   6.5332410e-24   4.7106859e-24
   1.8047573e+02   6.5324121e-24   4.7090924e-24
   1.8089191e+02   6.5315885e-24   4.7075041e-24
   1.8130905e+02   6.5307701e-24   4.7059212e-24
   1.8172715e+02   6.5299570e-24   4.7043436e-24
   1.8214621e+02   6.5291491e-24   4.7027713e-24
   1.8256624e+02   6.5283464e-24   4.7012044e-24
   1.8298724e+02   6.5275489e-24   4.6996427e-24
   1.8340921e+02   6.5267567e-24   4.6980863e-24
   1.8383215e+02   6.5259698e-24   4.6965352e-24
   1.8425607e+02   6.5251880e-24   4.6949895e-24
   1.8468097e+02   6.5244116e-24   4.6934490e-24
   1.8510684e+02   6.5236404e-24   4.6919138e-24
   1.8553370e+02   6.5228745e-24   4.6903838e-24
   1.8596154e+02   6.5221138e-24   4.6888592e-24
   1.8639037e+02   6.5213585e-24   4.6873398e-24
   1.8682019e+02   6.5206084e-24   4.6858258e-24
   1.8725100e+02   6.5198636e-24   4.6843170e-24
   1.8768280e+02   6.5191240e-24   4.6828134e-24
   1.8811560e+02   6.5183898e-24   4.6813152e-24
   1.8854939e+02   6.5176609e-24   4.6798222e-24
   1.8898419e+02   6.5169373e-24   4.6783344e-24
   1.8941999e+02   6.5162190e-24   4.6768520e-24
   1.8985679e+02   6.5155060e-24   4.6753748e-24
   1.9029460e+02   6.5147983e-24   4.6739028e-24
   1.9073343e+02   6.5140960e-24   4.6724361e-24
   1.9117326e+02   6.5133990e-24   4.6709747e-24
   1.9161411e+02   6.5127074e-24   4.6695185e-24
   1.9205597e+02   6.5120211e-24   4.6680676e-24
   1.9249885e+02   6.5113401e-24   4.6666219e-24
   1.9294276e+02   6.5106645e-24   4.6651815e-24
   1.9338768e+02   6.5099943e-24   4.6637463e-24
   1.9383364e+02   6.5093294e-24   4.6623163e-24
   1.9428062e+02   6.5086699e-24   4.6608916e-24
   1.9472863e+02   6.5080158e-24   4.6594722e-24
   1.9517768e+02   6.5073671e-24   4.6580579e-24
   1.9562776e+02   6.5067237e-24   4.6566490e-24
   1.9607888e+02   6.5060858e-24   4.6552452e-24
   1.9653104e+02   6.5054533e-24   4.6538467e-24
   1.9698424e+02   6.5048262e-24   4.6524534e-24
   1.9743849e+02   6.5042045e-24   4.6510654e-24
   1.9789378e+02   6.5035882e-24   4.6496826e-24
   1.9835012e+02   6.5029774e-24   4.6483050e-24
   1.9880752e+02   6.5023720e-24   4.6469327e-24
   1.9926597e+02   6.5017721e-24   4.6455656e-24
   1.9972548e+02   6.5011776e-24   4.6442037e-24
   2.0018605e+02   6.5005886e-24   4.6428471e-24
   2.0064768e+02   6.5000050e-24   4.6414957e-24
   2.0111038e+02   6.4994269e-24   4.6401495e-24
   2.0157414e+02   6.4988543e-24   4.6388086e-24
   2.0203897e+02   6.4982872e-24   4.6374729e-24
   2.0250487e+02   6.4977256e-24   4.6361424e-24
   2.0297185e+02   6.4971695e-24   4.6348171e-24
   2.0343991e+02   6.4966189e-24   4.6334971e-24
   2.0390904e+02   6.4960739e-24   4.6321823e-24
   2.0437926e+02   6.4955343e-24   4.6308727e-24
   2.0485056e+02   6.4950003e-24   4.6295684e-24
   2.0532294e+02   6.4944718e-24   4.6282692e-24
   2.0579642e+02   6.4939489e-24   4.6269754e-24
   2.0627099e+02   6.4934316e-24   4.6256867e-24
   2.0674665e+02   6.4929198e-24   4.6244033e-24
   2.0722341e+02   6.4924136e-24   4.6231251e-24
   2.0770127e+02   6.4919129e-24   4.6218521e-24
   2.0818023e+02   6.4914179e-24   4.6205844e-24
   2.0866029e+02   6.4909285e-24   4.6193219e-24
   2.0914147e+02   6.4904446e-24   4.6180646e-24
   2.0962375e+02   6.4899664e-24   4.6168126e-24
   2.1010714e+02   6.4894938e-24   4.6155658e-24
   2.1059165e+02   6.4890269e-24   4.6143243e-24
   2.1107728e+02   6.4885656e-24   4.6130879e-24
   2.1156402e+02   6.4881099e-24   4.6118569e-24
   2.1205189e+02   6.4876599e-24   4.6106310e-24
   2.1254088e+02   6.4872156e-24   4.6094104e-24
   2.1303100e+02   6.4867770e-24   4.6081951e-24
   2.1352226e+02   6.4863440e-24   4.6069849e-24
   2.1401464e+02   6.4859167e-24   4.6057801e-24
   2.1450816e+02   6.4854952e-24   4.6045804e-24
   2.1500282e+02   6.4850793e-24   4.6033861e-24
   2.1549861e+02   6.4846692e-24   4.6021969e-24
   2.1599556e+02   6.4842648e-24   4.6010131e-24
   2.1649364e+02   6.4838662e-24   4.5998344e-24
   2.1699288e+02   6.4834733e-24   4.5986611e-24
   2.1749327e+02   6.4830862e-24   4.5974929e-24
   2.1799481e+02   6.4827048e-24   4.5963301e-24
   2.1849750e+02   6.4823292e-24   4.5951725e-24
   2.1900136e+02   6.4819594e-24   4.5940202e-24
   2.1950638e+02   6.4815955e-24   4.5928731e-24
   2.2001256e+02   6.4812373e-24   4.5917313e-24
   2.2051991e+02   6.4808850e-24   4.5905948e-24
   2.2102844e+02   6.4805384e-24   4.5894635e-24
   2.2153813e+02   6.4801978e-24   4.5883375e-24
   2.2204900e+02   6.4798630e-24   4.5872168e-24
   2.2256104e+02   6.4795340e-24   4.5861014e-24
   2.2307427e+02   6.4792109e-24   4.5849912e-24
   2.2358868e+02   6.4788937e-24   4.5838863e-24
   2.2410428e+02   6.4785824e-24   4.5827868e-24
   2.2462107e+02   6.4782770e-24   4.5816925e-24
   2.2513904e+02   6.4779776e-24   4.5806035e-24
   2.2565822e+02   6.4776840e-24   4.5795198e-24
   2.2617859e+02   6.4773964e-24   4.5784414e-24
   2.2670016e+02   6.4771147e-24   4.5773683e-24
   2.2722293e+02   6.4768390e-24   4.5763005e-24
   2.2774691e+02   6.4765693e-24   4.5752380e-24
   2.2827209e+02   6.4763056e-24   4.5741808e-24
   2.2879849e+02   6.4760478e-24   4.5731289e-24
   2.2932610e+02   6.4757961e-24   4.5720824e-24
   2.2985493e+02   6.4755504e-24   4.5710411e-24
   2.3038497e+02   6.4753107e-24   4.5700052e-24
   2.3091624e+02   6.4750770e-24   4.5689746e-24
   2.3144874e+02   6.4748494e-24   4.5679494e-24
   2.3198246e+02   6.4746279e-24   4.5669295e-24
   2.3251741e+02   6.4744124e-24   4.5659149e-24
   2.3305360e+02   6.4742031e-24   4.5649057e-24
   2.3359102e+02   6.4739998e-24   4.5639018e-24
   2.3412969e+02   6.4738026e-24   4.5629033e-24
   2.3466959e+02   6.4736116e-24   4.5619101e-24
   2.3521074e+02   6.4734267e-24   4.5609223e-24
   2.3575314e+02   6.4732480e-24   4.5599398e-24
   2.3629679e+02   6.4730754e-24   4.5589627e-24
   2.3684169e+02   6.4729090e-24   4.5579910e-24
   2.3738785e+02   6.4727488e-24   4.5570247e-24
   2.3793527e+02   6.4725947e-24   4.5560637e-24
   2.3848395e+02   6.4724469e-24   4.5551081e-24
   2.3903389e+02   6.4723054e-24   4.5541580e-24
   2.3958511e+02   6.4721700e-24   4.5532132e-24
   2.4013759e+02   6.4720410e-24   4.5522738e-24
   2.4069135e+02   6.4719181e-24   4.5513398e-24
   2.4124639e+02   6.4718016e-24   4.5504112e-24
   2.4180270e+02   6.4716913e-24   4.5494880e-24
   2.4236030e+02   6.4715874e-24   4.5485703e-24
   2.4291919e+02   6.4714898e-24   4.5476580e-24
   2.4347936e+02   6.4713985e-24   4.5467511e-24
   2.4404083e+02   6.4713136e-24   4.5458496e-24
   2.4460359e+02   6.4712350e-24   4.5449536e-24
   2.4516764e+02   6.4711628e-24   4.5440630e-24
   2.4573300e+02   6.4710970e-24   4.5431778e-24
   2.4629967e+02   6.4710375e-24   4.5422982e-24
   2.4686763e+02   6.4709845e-24   4.5414239e-24
   2.4743691e+02   6.4709380e-24   4.5405552e-24
   2.4800750e+02   6.4708978e-24   4.5396919e-24
   2.4857941e+02   6.4708642e-24   4.5388341e-24
   2.4915264e+02   6.4708370e-24   4.5379818e-24
   2.4972719e+02   6.4708163e-24   4.5371349e-24
   2.5030306e+02   6.4708021e-24   4.5362936e-24
   2.5088026e+02   6.4707944e-24   4.5354578e-24
   2.5145879e+02   6.4707932e-24   4.5346274e-24
   2.5203866e+02   6.4707986e-24   4.5338026e-24
   2.5261986e+02   6.4708106e-24   4.5329833e-24
   2.5320240e+02   6.4708291e-24   4.5321695e-24
   2.5378629e+02   6.4708543e-24   4.5313613e-24
   2.5437152e+02   6.4708860e-24   4.5305586e-24
   2.5495811e+02   6.4709244e-24   4.5297614e-24
   2.5554604e+02   6.4709694e-24   4.5289698e-24
   2.5613533e+02   6.4710210e-24   4.5281837e-24
   2.5672598e+02   6.4710793e-24   4.5274032e-24
   2.5731799e+02   6.4711443e-24   4.5266283e-24
   2.5791137e+02   6.4712161e-24   4.5258590e-24
   2.5850612e+02   6.4712945e-24   4.5250952e-24
   2.5910223e+02   6.4713796e-24   4.5243370e-24
   2.5969973e+02   6.4714715e-24   4.5235845e-24
   2.6029859e+02   6.4715702e-24   4.5228375e-24
   2.6089885e+02   6.4716757e-24   4.5220961e-24
   2.6150048e+02   6.4717879e-24   4.5213604e-24
   2.6210350e+02   6.4719070e-24   4.5206303e-24
   2.6270792e+02   6.4720329e-24   4.5199058e-24
   2.6331372e+02   6.4721656e-24   4.5191870e-24
   2.6392092e+02   6.4723052e-24   4.5184738e-24
   2.6452953e+02   6.4724517e-24   4.5177662e-24
   2.6513954e+02   6.4726051e-24   4.5170644e-24
   2.6575095e+02   6.4727654e-24   4.5163682e-24
   2.6636377e+02   6.4729326e-24   4.5156776e-24
   2.6697801e+02   6.4731068e-24   4.5149928e-24
   2.6759366e+02   6.4732880e-24   4.5143137e-24
   2.6821074e+02   6.4734761e-24   4.5136402e-24
   2.6882923e+02   6.4736712e-24   4.5129725e-24
   2.6944915e+02   6.4738734e-24   4.5123105e-24
   2.7007051e+02   6.4740826e-24   4.5116542e-24
   2.7069329e+02   6.4742988e-24   4.5110036e-24
   2.7131751e+02   6.4745221e-24   4.5103588e-24
   2.7194317e+02   6.4747525e-24   4.5097198e-24
   2.7257028e+02   6.4749900e-24   4.5090865e-24
   2.7319882e+02   6.4752347e-24   4.5084589e-24
   2.7382882e+02   6.4754865e-24   4.5078372e-24
   2.7446027e+02   6.4757454e-24   4.5072212e-24
   2.7509318e+02   6.4760115e-24   4.5066110e-24
   2.7572755e+02   6.4762848e-24   4.5060067e-24
   2.7636338e+02   6.4765654e-24   4.5054081e-24
   2.7700067e+02   6.4768532e-24   4.5048154e-24
   2.7763944e+02   6.4771482e-24   4.5042285e-24
   2.7827968e+02   6.4774505e-24   4.5036474e-24
   2.7892139e+02   6.4777601e-24   4.5030722e-24
   2.7956459e+02   6.4780770e-24   4.5025028e-24
   2.8020927e+02   6.4784012e-24   4.5019393e-24
   2.8085543e+02   6.4787328e-24   4.5013817e-24
   2.8150309e+02   6.4790718e-24   4.5008299e-24
   2.8215223e+02   6.4794181e-24   4.5002841e-24
   2.8280288e+02   6.4797719e-24   4.4997442e-24
   2.8345503e+02   6.4801331e-24   4.4992101e-24
   2.8410868e+02   6.4805017e-24   4.4986820e-24
   2.8476383e+02   6.4808778e-24   4.4981598e-24
   2.8542050e+02   6.4812614e-24   4.4976436e-24
   2.8607868e+02   6.4816525e-24   4.4971333e-24
   2.8673838e+02   6.4820512e-24   4.4966290e-24
   2.8739960e+02   6.4824573e-24   4.4961307e-24
   2.8806235e+02   6.4828711e-24   4.4956383e-24
   2.8872662e+02   6.4832924e-24   4.4951519e-24
   2.8939243e+02   6.4837214e-24   4.4946716e-24
   2.9005977e+02   6.4841580e-24   4.4941972e-24
   2.9072865e+02   6.4846022e-24   4.4937289e-24
   2.9139907e+02   6.4850541e-24   4.4932666e-24
   2.9207104e+02   6.4855137e-24   4.4928103e-24
   2.9274456e+02   6.4859810e-24   4.4923602e-24
   2.9341963e+02   6.4864561e-24   4.4919160e-24
   2.9409626e+02   6.4869389e-24   4.4914780e-24
   2.9477444e+02   6.4874294e-24   4.4910460e-24
   2.9545420e+02   6.4879278e-24   4.4906201e-24
   2.9613552e+02   6.4884340e-24   4.4902004e-24
   2.9681841e+02   6.4889481e-24   4.4897868e-24
   2.9750287e+02   6.4894700e-24   4.4893793e-24
   2.9818892e+02   6.4899998e-24   4.4889779e-24
   2.9887654e+02   6.4905375e-24   4.4885827e-24
   2.9956575e+02   6.4910832e-24   4.4881937e-24
   3.0025656e+02   6.4916368e-24   4.4878108e-24
   3.0094895e+02   6.4921983e-24   4.4874341e-24
   3.0164294e+02   6.4927679e-24   4.4870636e-24
   3.0233853e+02   6.4933455e-24   4.4866994e-24
   3.0303573e+02   6.4939311e-24   4.4863413e-24
   3.0373453e+02   6.4945248e-24   4.4859895e-24
   3.0443494e+02   6.4951266e-24   4.4856440e-24
   3.0513697e+02   6.4957365e-24   4.4853047e-24
   3.0584062e+02   6.4963546e-24   4.4849717e-24
   3.0654589e+02   6.4969808e-24   4.4846449e-24
   3.0725279e+02   6.4976151e-24   4.4843245e-24
   3.0796131e+02   6.4982577e-24   4.4840104e-24
   3.0867148e+02   6.4989085e-24   4.4837026e-24
   3.0938327e+02   6.4995676e-24   4.4834011e-24
   3.1009672e+02   6.5002350e-24   4.4831059e-24
