%frequency	 %AdV2017-WB	 %AdV2019-WB
   3.1200728e+01   1.5263474e-23   1.6035385e-23
   3.1272677e+01   1.5174231e-23   1.5937826e-23
   3.1344792e+01   1.5085987e-23   1.5841236e-23
   3.1417073e+01   1.4998731e-23   1.5745605e-23
   3.1489521e+01   1.4912453e-23   1.5650924e-23
   3.1562136e+01   1.4827143e-23   1.5557184e-23
   3.1634919e+01   1.4742792e-23   1.5464376e-23
   3.1707869e+01   1.4659391e-23   1.5372490e-23
   3.1780988e+01   1.4576929e-23   1.5281518e-23
   3.1854275e+01   1.4495398e-23   1.5191451e-23
   3.1927731e+01   1.4414788e-23   1.5102279e-23
   3.2001357e+01   1.4335090e-23   1.5013995e-23
   3.2075152e+01   1.4256294e-23   1.4926589e-23
   3.2149118e+01   1.4178392e-23   1.4840053e-23
   3.2223254e+01   1.4101375e-23   1.4754378e-23
   3.2297561e+01   1.4025233e-23   1.4669556e-23
   3.2372039e+01   1.3949958e-23   1.4585578e-23
   3.2446689e+01   1.3875540e-23   1.4502436e-23
   3.2521512e+01   1.3801972e-23   1.4420123e-23
   3.2596506e+01   1.3729244e-23   1.4338629e-23
   3.2671674e+01   1.3657348e-23   1.4257947e-23
   3.2747015e+01   1.3586274e-23   1.4178068e-23
   3.2822530e+01   1.3516016e-23   1.4098985e-23
   3.2898219e+01   1.3446564e-23   1.4020690e-23
   3.2974083e+01   1.3377909e-23   1.3943175e-23
   3.3050121e+01   1.3310044e-23   1.3866432e-23
   3.3126335e+01   1.3242961e-23   1.3790454e-23
   3.3202725e+01   1.3176650e-23   1.3715233e-23
   3.3279290e+01   1.3111105e-23   1.3640761e-23
   3.3356033e+01   1.3046316e-23   1.3567032e-23
   3.3432952e+01   1.2982277e-23   1.3494037e-23
   3.3510049e+01   1.2918978e-23   1.3421769e-23
   3.3587323e+01   1.2856413e-23   1.3350221e-23
   3.3664776e+01   1.2794574e-23   1.3279386e-23
   3.3742407e+01   1.2733452e-23   1.3209257e-23
   3.3820217e+01   1.2673040e-23   1.3139826e-23
   3.3898207e+01   1.2613330e-23   1.3071087e-23
   3.3976376e+01   1.2554316e-23   1.3003032e-23
   3.4054726e+01   1.2495989e-23   1.2935655e-23
   3.4133257e+01   1.2438341e-23   1.2868949e-23
   3.4211968e+01   1.2381367e-23   1.2802908e-23
   3.4290861e+01   1.2325057e-23   1.2737523e-23
   3.4369936e+01   1.2269406e-23   1.2672790e-23
   3.4449194e+01   1.2214405e-23   1.2608700e-23
   3.4528634e+01   1.2160049e-23   1.2545249e-23
   3.4608257e+01   1.2106328e-23   1.2482428e-23
   3.4688064e+01   1.2053238e-23   1.2420232e-23
   3.4768055e+01   1.2000770e-23   1.2358655e-23
   3.4848230e+01   1.1948918e-23   1.2297690e-23
   3.4928590e+01   1.1897674e-23   1.2237331e-23
   3.5009136e+01   1.1847033e-23   1.2177571e-23
   3.5089867e+01   1.1796988e-23   1.2118405e-23
   3.5170785e+01   1.1747530e-23   1.2059827e-23
   3.5251889e+01   1.1698656e-23   1.2001830e-23
   3.5333180e+01   1.1650356e-23   1.1944409e-23
   3.5414659e+01   1.1602626e-23   1.1887557e-23
   3.5496325e+01   1.1555458e-23   1.1831269e-23
   3.5578180e+01   1.1508846e-23   1.1775539e-23
   3.5660224e+01   1.1462785e-23   1.1720362e-23
   3.5742456e+01   1.1417266e-23   1.1665730e-23
   3.5824879e+01   1.1372286e-23   1.1611640e-23
   3.5907491e+01   1.1327836e-23   1.1558085e-23
   3.5990294e+01   1.1283911e-23   1.1505060e-23
   3.6073288e+01   1.1240506e-23   1.1452559e-23
   3.6156473e+01   1.1197613e-23   1.1400577e-23
   3.6239850e+01   1.1155227e-23   1.1349108e-23
   3.6323420e+01   1.1113342e-23   1.1298147e-23
   3.6407182e+01   1.1071953e-23   1.1247689e-23
   3.6491137e+01   1.1031053e-23   1.1197729e-23
   3.6575286e+01   1.0990637e-23   1.1148261e-23
   3.6659629e+01   1.0950699e-23   1.1099281e-23
   3.6744166e+01   1.0911233e-23   1.1050782e-23
   3.6828898e+01   1.0872233e-23   1.1002761e-23
   3.6913826e+01   1.0833695e-23   1.0955212e-23
   3.6998950e+01   1.0795613e-23   1.0908129e-23
   3.7084270e+01   1.0757981e-23   1.0861509e-23
   3.7169786e+01   1.0720794e-23   1.0815347e-23
   3.7255500e+01   1.0684047e-23   1.0769637e-23
   3.7341412e+01   1.0647734e-23   1.0724375e-23
   3.7427521e+01   1.0611850e-23   1.0679556e-23
   3.7513829e+01   1.0576390e-23   1.0635175e-23
   3.7600336e+01   1.0541348e-23   1.0591228e-23
   3.7687043e+01   1.0506720e-23   1.0547710e-23
   3.7773950e+01   1.0472501e-23   1.0504617e-23
   3.7861057e+01   1.0438686e-23   1.0461944e-23
   3.7948365e+01   1.0405269e-23   1.0419686e-23
   3.8035874e+01   1.0372246e-23   1.0377840e-23
   3.8123585e+01   1.0339612e-23   1.0336400e-23
   3.8211498e+01   1.0307363e-23   1.0295364e-23
   3.8299614e+01   1.0275492e-23   1.0254725e-23
   3.8387933e+01   1.0243997e-23   1.0214480e-23
   3.8476456e+01   1.0212872e-23   1.0174625e-23
   3.8565183e+01   1.0182112e-23   1.0135156e-23
   3.8654115e+01   1.0151713e-23   1.0096068e-23
   3.8743251e+01   1.0121671e-23   1.0057358e-23
   3.8832594e+01   1.0091981e-23   1.0019021e-23
   3.8922142e+01   1.0062638e-23   9.9810535e-24
   3.9011897e+01   1.0033639e-23   9.9434512e-24
   3.9101858e+01   1.0004979e-23   9.9062105e-24
   3.9192028e+01   9.9766528e-24   9.8693273e-24
   3.9282405e+01   9.9486576e-24   9.8327978e-24
   3.9372990e+01   9.9209886e-24   9.7966182e-24
   3.9463785e+01   9.8936418e-24   9.7607848e-24
   3.9554788e+01   9.8666131e-24   9.7252938e-24
   3.9646002e+01   9.8398983e-24   9.6901415e-24
   3.9737426e+01   9.8134935e-24   9.6553243e-24
   3.9829061e+01   9.7873948e-24   9.6208384e-24
   3.9920907e+01   9.7615983e-24   9.5866805e-24
   4.0012965e+01   9.7360999e-24   9.5528468e-24
   4.0105235e+01   9.7108961e-24   9.5193339e-24
   4.0197718e+01   9.6859828e-24   9.4861382e-24
   4.0290414e+01   9.6613565e-24   9.4532565e-24
   4.0383324e+01   9.6370134e-24   9.4206851e-24
   4.0476449e+01   9.6129498e-24   9.3884209e-24
   4.0569788e+01   9.5891621e-24   9.3564604e-24
   4.0663342e+01   9.5656468e-24   9.3248003e-24
   4.0757112e+01   9.5424003e-24   9.2934373e-24
   4.0851098e+01   9.5194192e-24   9.2623683e-24
   4.0945301e+01   9.4966999e-24   9.2315900e-24
   4.1039721e+01   9.4742390e-24   9.2010992e-24
   4.1134359e+01   9.4520333e-24   9.1708929e-24
   4.1229215e+01   9.4300792e-24   9.1409678e-24
   4.1324290e+01   9.4083737e-24   9.1113210e-24
   4.1419584e+01   9.3869133e-24   9.0819493e-24
   4.1515098e+01   9.3656949e-24   9.0528498e-24
   4.1610832e+01   9.3447153e-24   9.0240196e-24
   4.1706787e+01   9.3239714e-24   8.9954556e-24
   4.1802963e+01   9.3034600e-24   8.9671549e-24
   4.1899361e+01   9.2831781e-24   8.9391147e-24
   4.1995982e+01   9.2631227e-24   8.9113321e-24
   4.2092825e+01   9.2432907e-24   8.8838043e-24
   4.2189891e+01   9.2236792e-24   8.8565285e-24
   4.2287181e+01   9.2042853e-24   8.8295019e-24
   4.2384696e+01   9.1851061e-24   8.8027218e-24
   4.2482435e+01   9.1661388e-24   8.7761854e-24
   4.2580400e+01   9.1473805e-24   8.7498902e-24
   4.2678591e+01   9.1288285e-24   8.7238335e-24
   4.2777008e+01   9.1104800e-24   8.6980126e-24
   4.2875652e+01   9.0923323e-24   8.6724250e-24
   4.2974524e+01   9.0743827e-24   8.6470680e-24
   4.3073623e+01   9.0566287e-24   8.6219392e-24
   4.3172951e+01   9.0390675e-24   8.5970361e-24
   4.3272508e+01   9.0216966e-24   8.5723562e-24
   4.3372295e+01   9.0045134e-24   8.5478969e-24
   4.3472312e+01   8.9875156e-24   8.5236560e-24
   4.3572559e+01   8.9707004e-24   8.4996309e-24
   4.3673038e+01   8.9540656e-24   8.4758194e-24
   4.3773748e+01   8.9376088e-24   8.4522191e-24
   4.3874691e+01   8.9213274e-24   8.4288276e-24
   4.3975866e+01   8.9052192e-24   8.4056427e-24
   4.4077275e+01   8.8892818e-24   8.3826620e-24
   4.4178918e+01   8.8735130e-24   8.3598834e-24
   4.4280795e+01   8.8579105e-24   8.3373046e-24
   4.4382906e+01   8.8424721e-24   8.3149235e-24
   4.4485254e+01   8.8271954e-24   8.2927378e-24
   4.4587837e+01   8.8120785e-24   8.2707454e-24
   4.4690657e+01   8.7971191e-24   8.2489442e-24
   4.4793714e+01   8.7823151e-24   8.2273320e-24
   4.4897009e+01   8.7676644e-24   8.2059069e-24
   4.5000541e+01   8.7531649e-24   8.1846668e-24
   4.5104313e+01   8.7388147e-24   8.1636095e-24
   4.5208324e+01   8.7246117e-24   8.1427332e-24
   4.5312575e+01   8.7105539e-24   8.1220358e-24
   4.5417066e+01   8.6966394e-24   8.1015153e-24
   4.5521798e+01   8.6828662e-24   8.0811699e-24
   4.5626772e+01   8.6692325e-24   8.0609976e-24
   4.5731987e+01   8.6557363e-24   8.0409965e-24
   4.5837446e+01   8.6423758e-24   8.0211648e-24
   4.5943147e+01   8.6291493e-24   8.0015005e-24
   4.6049092e+01   8.6160548e-24   7.9820019e-24
   4.6155282e+01   8.6030906e-24   7.9626671e-24
   4.6261716e+01   8.5902549e-24   7.9434944e-24
   4.6368396e+01   8.5775461e-24   7.9244819e-24
   4.6475322e+01   8.5649624e-24   7.9056279e-24
   4.6582494e+01   8.5525022e-24   7.8869308e-24
   4.6689914e+01   8.5401637e-24   7.8683887e-24
   4.6797581e+01   8.5279453e-24   7.8500000e-24
   4.6905497e+01   8.5158455e-24   7.8317630e-24
   4.7013661e+01   8.5038626e-24   7.8136761e-24
   4.7122075e+01   8.4919951e-24   7.7957376e-24
   4.7230739e+01   8.4802414e-24   7.7779459e-24
   4.7339654e+01   8.4686000e-24   7.7602995e-24
   4.7448819e+01   8.4570694e-24   7.7427966e-24
   4.7558236e+01   8.4456480e-24   7.7254359e-24
   4.7667906e+01   8.4343345e-24   7.7082157e-24
   4.7777829e+01   8.4231274e-24   7.6911345e-24
   4.7888005e+01   8.4120253e-24   7.6741908e-24
   4.7998435e+01   8.4010268e-24   7.6573831e-24
   4.8109120e+01   8.3901304e-24   7.6407099e-24
   4.8220060e+01   8.3793349e-24   7.6241699e-24
   4.8331255e+01   8.3686388e-24   7.6077614e-24
   4.8442708e+01   8.3580409e-24   7.5914832e-24
   4.8554417e+01   8.3475399e-24   7.5753339e-24
   4.8666384e+01   8.3371344e-24   7.5593120e-24
   4.8778609e+01   8.3268231e-24   7.5434161e-24
   4.8891093e+01   8.3166050e-24   7.5276449e-24
   4.9003836e+01   8.3064786e-24   7.5119971e-24
   4.9116839e+01   8.2964428e-24   7.4964713e-24
   4.9230103e+01   8.2864964e-24   7.4810663e-24
   4.9343628e+01   8.2766382e-24   7.4657807e-24
   4.9457415e+01   8.2668671e-24   7.4506132e-24
   4.9571464e+01   8.2571818e-24   7.4355627e-24
   4.9685776e+01   8.2475813e-24   7.4206278e-24
   4.9800352e+01   8.2380644e-24   7.4058073e-24
   4.9915192e+01   8.2286301e-24   7.3911000e-24
   5.0030297e+01   8.2192772e-24   7.3765046e-24
   5.0145667e+01   8.2100047e-24   7.3620201e-24
   5.0261303e+01   8.2008116e-24   7.3476452e-24
   5.0377206e+01   8.1916967e-24   7.3333787e-24
   5.0493376e+01   8.1826591e-24   7.3192195e-24
   5.0609814e+01   8.1736978e-24   7.3051665e-24
   5.0726521e+01   8.1648118e-24   7.2912185e-24
   5.0843497e+01   8.1560000e-24   7.2773744e-24
   5.0960742e+01   8.1472615e-24   7.2636332e-24
   5.1078258e+01   8.1385954e-24   7.2499937e-24
   5.1196045e+01   8.1300008e-24   7.2364549e-24
   5.1314103e+01   8.1214766e-24   7.2230157e-24
   5.1432434e+01   8.1130221e-24   7.2096751e-24
   5.1551038e+01   8.1046362e-24   7.1964321e-24
   5.1669915e+01   8.0963182e-24   7.1832855e-24
   5.1789066e+01   8.0880670e-24   7.1702344e-24
   5.1908492e+01   8.0798820e-24   7.1572779e-24
   5.2028193e+01   8.0717622e-24   7.1444148e-24
   5.2148171e+01   8.0637068e-24   7.1316444e-24
   5.2268425e+01   8.0557150e-24   7.1189655e-24
   5.2388956e+01   8.0477859e-24   7.1063772e-24
   5.2509766e+01   8.0399188e-24   7.0938786e-24
   5.2630854e+01   8.0321128e-24   7.0814688e-24
   5.2752221e+01   8.0243673e-24   7.0691468e-24
   5.2873868e+01   8.0166814e-24   7.0569118e-24
   5.2995795e+01   8.0090543e-24   7.0447628e-24
   5.3118004e+01   8.0014855e-24   7.0326989e-24
   5.3240495e+01   7.9939740e-24   7.0207194e-24
   5.3363268e+01   7.9865192e-24   7.0088232e-24
   5.3486324e+01   7.9791203e-24   6.9970096e-24
   5.3609663e+01   7.9717768e-24   6.9852777e-24
   5.3733288e+01   7.9644878e-24   6.9736267e-24
   5.3857197e+01   7.9572527e-24   6.9620557e-24
   5.3981392e+01   7.9500709e-24   6.9505640e-24
   5.4105874e+01   7.9429416e-24   6.9391507e-24
   5.4230642e+01   7.9358642e-24   6.9278150e-24
   5.4355699e+01   7.9288381e-24   6.9165562e-24
   5.4481043e+01   7.9218627e-24   6.9053734e-24
   5.4606677e+01   7.9149373e-24   6.8942660e-24
   5.4732600e+01   7.9080613e-24   6.8832331e-24
   5.4858814e+01   7.9012340e-24   6.8722739e-24
   5.4985319e+01   7.8944550e-24   6.8613879e-24
   5.5112116e+01   7.8877236e-24   6.8505741e-24
   5.5239205e+01   7.8810393e-24   6.8398319e-24
   5.5366587e+01   7.8744014e-24   6.8291606e-24
   5.5494262e+01   7.8678094e-24   6.8185594e-24
   5.5622233e+01   7.8612628e-24   6.8080278e-24
   5.5750498e+01   7.8547610e-24   6.7975649e-24
   5.5879059e+01   7.8483035e-24   6.7871701e-24
   5.6007916e+01   7.8418896e-24   6.7768427e-24
   5.6137071e+01   7.8355191e-24   6.7665820e-24
   5.6266524e+01   7.8291912e-24   6.7563875e-24
   5.6396275e+01   7.8229055e-24   6.7462583e-24
   5.6526325e+01   7.8166614e-24   6.7361940e-24
   5.6656675e+01   7.8104586e-24   6.7261938e-24
   5.6787326e+01   7.8042965e-24   6.7162572e-24
   5.6918278e+01   7.7981747e-24   6.7063835e-24
   5.7049532e+01   7.7920926e-24   6.6965721e-24
   5.7181088e+01   7.7860498e-24   6.6868223e-24
   5.7312948e+01   7.7800458e-24   6.6771336e-24
   5.7445113e+01   7.7740802e-24   6.6675055e-24
   5.7577581e+01   7.7681526e-24   6.6579372e-24
   5.7710356e+01   7.7622625e-24   6.6484283e-24
   5.7843436e+01   7.7564094e-24   6.6389781e-24
   5.7976824e+01   7.7505930e-24   6.6295861e-24
   5.8110519e+01   7.7448128e-24   6.6202518e-24
   5.8244522e+01   7.7390684e-24   6.6109745e-24
   5.8378834e+01   7.7333595e-24   6.6017538e-24
   5.8513456e+01   7.7276855e-24   6.5925890e-24
   5.8648389e+01   7.7220462e-24   6.5834797e-24
   5.8783632e+01   7.7164410e-24   6.5744253e-24
   5.8919188e+01   7.7108697e-24   6.5654254e-24
   5.9055056e+01   7.7053319e-24   6.5564793e-24
   5.9191237e+01   7.6998271e-24   6.5475866e-24
   5.9327733e+01   7.6943550e-24   6.5387468e-24
   5.9464543e+01   7.6889153e-24   6.5299594e-24
   5.9601669e+01   7.6835076e-24   6.5212238e-24
   5.9739111e+01   7.6781315e-24   6.5125397e-24
   5.9876870e+01   7.6727867e-24   6.5039065e-24
   6.0014946e+01   7.6674728e-24   6.4953237e-24
   6.0153341e+01   7.6621896e-24   6.4867909e-24
   6.0292055e+01   7.6569366e-24   6.4783076e-24
   6.0431089e+01   7.6517136e-24   6.4698734e-24
   6.0570443e+01   7.6465202e-24   6.4614878e-24
   6.0710119e+01   7.6413561e-24   6.4531503e-24
   6.0850117e+01   7.6362210e-24   6.4448605e-24
   6.0990438e+01   7.6311145e-24   6.4366180e-24
   6.1131083e+01   7.6260365e-24   6.4284223e-24
   6.1272051e+01   7.6209865e-24   6.4202730e-24
   6.1413345e+01   7.6159643e-24   6.4121698e-24
   6.1554965e+01   7.6109695e-24   6.4041120e-24
   6.1696911e+01   7.6060020e-24   6.3960994e-24
   6.1839185e+01   7.6010614e-24   6.3881316e-24
   6.1981786e+01   7.5961474e-24   6.3802081e-24
   6.2124717e+01   7.5912598e-24   6.3723285e-24
   6.2267977e+01   7.5863982e-24   6.3644925e-24
   6.2411567e+01   7.5815624e-24   6.3566996e-24
   6.2555489e+01   7.5767522e-24   6.3489495e-24
   6.2699742e+01   7.5719673e-24   6.3412418e-24
   6.2844328e+01   7.5672074e-24   6.3335760e-24
   6.2989248e+01   7.5624723e-24   6.3259519e-24
   6.3134501e+01   7.5577617e-24   6.3183690e-24
   6.3280090e+01   7.5530754e-24   6.3108271e-24
   6.3426014e+01   7.5484132e-24   6.3033256e-24
   6.3572275e+01   7.5437747e-24   6.2958643e-24
   6.3718874e+01   7.5391597e-24   6.2884429e-24
   6.3865810e+01   7.5345681e-24   6.2810609e-24
   6.4013085e+01   7.5299996e-24   6.2737181e-24
   6.4160699e+01   7.5254540e-24   6.2664140e-24
   6.4308655e+01   7.5209310e-24   6.2591483e-24
   6.4456951e+01   7.5164304e-24   6.2519208e-24
   6.4605589e+01   7.5119520e-24   6.2447311e-24
   6.4754570e+01   7.5074956e-24   6.2375788e-24
   6.4903894e+01   7.5030610e-24   6.2304636e-24
   6.5053563e+01   7.4986480e-24   6.2233853e-24
   6.5203577e+01   7.4942563e-24   6.2163434e-24
   6.5353937e+01   7.4898858e-24   6.2093377e-24
   6.5504644e+01   7.4855362e-24   6.2023679e-24
   6.5655698e+01   7.4812074e-24   6.1954337e-24
   6.5807101e+01   7.4768992e-24   6.1885347e-24
   6.5958852e+01   7.4726114e-24   6.1816707e-24
   6.6110954e+01   7.4683437e-24   6.1748414e-24
   6.6263406e+01   7.4640960e-24   6.1680464e-24
   6.6416210e+01   7.4598682e-24   6.1612855e-24
   6.6569367e+01   7.4556600e-24   6.1545585e-24
   6.6722876e+01   7.4514712e-24   6.1478649e-24
   6.6876740e+01   7.4473017e-24   6.1412046e-24
   6.7030958e+01   7.4431514e-24   6.1345772e-24
   6.7185532e+01   7.4390199e-24   6.1279826e-24
   6.7340462e+01   7.4349072e-24   6.1214203e-24
   6.7495750e+01   7.4308131e-24   6.1148902e-24
   6.7651395e+01   7.4267375e-24   6.1083920e-24
   6.7807400e+01   7.4226801e-24   6.1019254e-24
   6.7963764e+01   7.4186408e-24   6.0954902e-24
   6.8120489e+01   7.4146194e-24   6.0890861e-24
   6.8277576e+01   7.4106159e-24   6.0827128e-24
   6.8435024e+01   7.4066299e-24   6.0763701e-24
   6.8592836e+01   7.4026615e-24   6.0700578e-24
   6.8751012e+01   7.3987104e-24   6.0637756e-24
   6.8909552e+01   7.3947765e-24   6.0575232e-24
   6.9068458e+01   7.3908596e-24   6.0513005e-24
   6.9227730e+01   7.3869596e-24   6.0451072e-24
   6.9387370e+01   7.3830763e-24   6.0389430e-24
   6.9547378e+01   7.3792097e-24   6.0328077e-24
   6.9707755e+01   7.3753595e-24   6.0267011e-24
   6.9868501e+01   7.3715257e-24   6.0206230e-24
   7.0029619e+01   7.3677081e-24   6.0145731e-24
   7.0191107e+01   7.3639065e-24   6.0085512e-24
   7.0352969e+01   7.3601209e-24   6.0025571e-24
   7.0515203e+01   7.3563510e-24   5.9965906e-24
   7.0677812e+01   7.3525969e-24   5.9906514e-24
   7.0840795e+01   7.3488583e-24   5.9847393e-24
   7.1004155e+01   7.3451351e-24   5.9788542e-24
   7.1167891e+01   7.3414272e-24   5.9729959e-24
   7.1332004e+01   7.3377345e-24   5.9671640e-24
   7.1496497e+01   7.3340569e-24   5.9613584e-24
   7.1661368e+01   7.3303942e-24   5.9555789e-24
   7.1826620e+01   7.3267463e-24   5.9498254e-24
   7.1992252e+01   7.3231131e-24   5.9440975e-24
   7.2158267e+01   7.3194945e-24   5.9383952e-24
   7.2324665e+01   7.3158905e-24   5.9327182e-24
   7.2491446e+01   7.3123007e-24   5.9270662e-24
   7.2658612e+01   7.3087253e-24   5.9214393e-24
   7.2826163e+01   7.3051640e-24   5.9158370e-24
   7.2994101e+01   7.3016167e-24   5.9102593e-24
   7.3162426e+01   7.2980834e-24   5.9047060e-24
   7.3331139e+01   7.2945639e-24   5.8991769e-24
   7.3500241e+01   7.2910582e-24   5.8936718e-24
   7.3669733e+01   7.2875660e-24   5.8881905e-24
   7.3839616e+01   7.2840875e-24   5.8827328e-24
   7.4009891e+01   7.2806223e-24   5.8772986e-24
   7.4180558e+01   7.2771705e-24   5.8718878e-24
   7.4351619e+01   7.2737319e-24   5.8665000e-24
   7.4523074e+01   7.2703065e-24   5.8611352e-24
   7.4694925e+01   7.2668941e-24   5.8557932e-24
   7.4867172e+01   7.2634947e-24   5.8504739e-24
   7.5039817e+01   7.2601081e-24   5.8451769e-24
   7.5212859e+01   7.2567343e-24   5.8399023e-24
   7.5386300e+01   7.2533732e-24   5.8346498e-24
   7.5560142e+01   7.2500247e-24   5.8294193e-24
   7.5734384e+01   7.2466887e-24   5.8242106e-24
   7.5909028e+01   7.2433651e-24   5.8190236e-24
   7.6084075e+01   7.2400539e-24   5.8138580e-24
   7.6259525e+01   7.2367549e-24   5.8087139e-24
   7.6435380e+01   7.2334680e-24   5.8035909e-24
   7.6611641e+01   7.2301933e-24   5.7984889e-24
   7.6788308e+01   7.2269306e-24   5.7934079e-24
   7.6965382e+01   7.2236798e-24   5.7883476e-24
   7.7142865e+01   7.2204408e-24   5.7833079e-24
   7.7320757e+01   7.2172137e-24   5.7782886e-24
   7.7499060e+01   7.2139982e-24   5.7732897e-24
   7.7677773e+01   7.2107943e-24   5.7683109e-24
   7.7856898e+01   7.2076020e-24   5.7633522e-24
   7.8036437e+01   7.2044211e-24   5.7584134e-24
   7.8216390e+01   7.2012516e-24   5.7534943e-24
   7.8396757e+01   7.1980935e-24   5.7485949e-24
   7.8577541e+01   7.1949466e-24   5.7437149e-24
   7.8758741e+01   7.1918108e-24   5.7388543e-24
   7.8940359e+01   7.1886862e-24   5.7340129e-24
   7.9122397e+01   7.1855726e-24   5.7291906e-24
   7.9304853e+01   7.1824700e-24   5.7243872e-24
   7.9487731e+01   7.1793783e-24   5.7196027e-24
   7.9671030e+01   7.1762974e-24   5.7148369e-24
   7.9854752e+01   7.1732273e-24   5.7100896e-24
   8.0038898e+01   7.1701679e-24   5.7053608e-24
   8.0223468e+01   7.1671192e-24   5.7006503e-24
   8.0408464e+01   7.1640810e-24   5.6959581e-24
   8.0593887e+01   7.1610533e-24   5.6912839e-24
   8.0779737e+01   7.1580361e-24   5.6866277e-24
   8.0966016e+01   7.1550293e-24   5.6819893e-24
   8.1152724e+01   7.1520328e-24   5.6773686e-24
   8.1339863e+01   7.1490465e-24   5.6727656e-24
   8.1527433e+01   7.1460705e-24   5.6681800e-24
   8.1715436e+01   7.1431046e-24   5.6636119e-24
   8.1903872e+01   7.1401488e-24   5.6590610e-24
   8.2092743e+01   7.1372031e-24   5.6545272e-24
   8.2282050e+01   7.1342673e-24   5.6500105e-24
   8.2471793e+01   7.1313415e-24   5.6455108e-24
   8.2661973e+01   7.1284255e-24   5.6410278e-24
   8.2852592e+01   7.1255193e-24   5.6365616e-24
   8.3043651e+01   7.1226229e-24   5.6321120e-24
   8.3235150e+01   7.1197362e-24   5.6276789e-24
   8.3427091e+01   7.1168592e-24   5.6232622e-24
   8.3619475e+01   7.1139917e-24   5.6188617e-24
   8.3812302e+01   7.1111338e-24   5.6144775e-24
   8.4005574e+01   7.1082854e-24   5.6101094e-24
   8.4199291e+01   7.1054464e-24   5.6057572e-24
   8.4393456e+01   7.1026169e-24   5.6014210e-24
   8.4588067e+01   7.0997967e-24   5.5971005e-24
   8.4783128e+01   7.0969857e-24   5.5927957e-24
   8.4978639e+01   7.0941841e-24   5.5885066e-24
   8.5174600e+01   7.0913916e-24   5.5842329e-24
   8.5371013e+01   7.0886083e-24   5.5799746e-24
   8.5567880e+01   7.0858341e-24   5.5757316e-24
   8.5765200e+01   7.0830689e-24   5.5715039e-24
   8.5962975e+01   7.0803128e-24   5.5672912e-24
   8.6161206e+01   7.0775657e-24   5.5630936e-24
   8.6359895e+01   7.0748274e-24   5.5589109e-24
   8.6559041e+01   7.0720981e-24   5.5547431e-24
   8.6758647e+01   7.0693776e-24   5.5505901e-24
   8.6958713e+01   7.0666659e-24   5.5464517e-24
   8.7159241e+01   7.0639629e-24   5.5423279e-24
   8.7360231e+01   7.0612686e-24   5.5382186e-24
   8.7561684e+01   7.0585831e-24   5.5341237e-24
   8.7763602e+01   7.0559061e-24   5.5300431e-24
   8.7965985e+01   7.0532377e-24   5.5259767e-24
   8.8168836e+01   7.0505779e-24   5.5219246e-24
   8.8372154e+01   7.0479266e-24   5.5178864e-24
   8.8575940e+01   7.0452838e-24   5.5138623e-24
   8.8780197e+01   7.0426493e-24   5.5098521e-24
   8.8984925e+01   7.0400233e-24   5.5058557e-24
   8.9190125e+01   7.0374056e-24   5.5018731e-24
   8.9395798e+01   7.0347962e-24   5.4979041e-24
   8.9601945e+01   7.0321951e-24   5.4939488e-24
   8.9808568e+01   7.0296023e-24   5.4900069e-24
   9.0015667e+01   7.0270176e-24   5.4860785e-24
   9.0223244e+01   7.0244411e-24   5.4821634e-24
   9.0431300e+01   7.0218728e-24   5.4782616e-24
   9.0639835e+01   7.0193125e-24   5.4743730e-24
   9.0848851e+01   7.0167603e-24   5.4704976e-24
   9.1058349e+01   7.0142161e-24   5.4666352e-24
   9.1268331e+01   7.0116799e-24   5.4627858e-24
   9.1478796e+01   7.0091516e-24   5.4589493e-24
   9.1689747e+01   7.0066313e-24   5.4551257e-24
   9.1901184e+01   7.0041189e-24   5.4513148e-24
   9.2113109e+01   7.0016143e-24   5.4475167e-24
   9.2325522e+01   6.9991175e-24   5.4437311e-24
   9.2538426e+01   6.9966285e-24   5.4399582e-24
   9.2751820e+01   6.9941473e-24   5.4361977e-24
   9.2965707e+01   6.9916738e-24   5.4324496e-24
   9.3180086e+01   6.9892080e-24   5.4287139e-24
   9.3394960e+01   6.9867499e-24   5.4249905e-24
   9.3610330e+01   6.9842994e-24   5.4212794e-24
   9.3826196e+01   6.9818565e-24   5.4175803e-24
   9.4042560e+01   6.9794212e-24   5.4138934e-24
   9.4259423e+01   6.9769934e-24   5.4102185e-24
   9.4476786e+01   6.9745732e-24   5.4065556e-24
   9.4694650e+01   6.9721604e-24   5.4029046e-24
   9.4913016e+01   6.9697551e-24   5.3992654e-24
   9.5131886e+01   6.9673572e-24   5.3956380e-24
   9.5351261e+01   6.9649667e-24   5.3920223e-24
   9.5571142e+01   6.9625836e-24   5.3884183e-24
   9.5791530e+01   6.9602078e-24   5.3848258e-24
   9.6012426e+01   6.9578393e-24   5.3812449e-24
   9.6233831e+01   6.9554781e-24   5.3776755e-24
   9.6455747e+01   6.9531242e-24   5.3741175e-24
   9.6678175e+01   6.9507775e-24   5.3705708e-24
   9.6901115e+01   6.9484381e-24   5.3670355e-24
   9.7124570e+01   6.9461058e-24   5.3635114e-24
   9.7348540e+01   6.9437807e-24   5.3599984e-24
   9.7573027e+01   6.9414627e-24   5.3564966e-24
   9.7798031e+01   6.9391518e-24   5.3530059e-24
   9.8023554e+01   6.9368480e-24   5.3495262e-24
   9.8249597e+01   6.9345513e-24   5.3460575e-24
