1	3.4959517e-17
1.0030759	3.5445436e-17
1.0061612	3.5797734e-17
1.009256	3.614015e-17
1.0123603	3.6504608e-17
1.0154742	3.6716429e-17
1.0185976	3.6871157e-17
1.0217307	3.6883647e-17
1.0248734	3.6834732e-17
1.0280258	3.6800783e-17
1.0311878	3.6587344e-17
1.0343596	3.6084997e-17
1.0375412	3.563602e-17
1.0407325	3.5188827e-17
1.0439336	3.469602e-17
1.0471446	3.4371785e-17
1.0503655	3.3888855e-17
1.0535963	3.3157318e-17
1.056837	3.2470018e-17
1.0600877	3.1712648e-17
1.0633483	3.087957e-17
1.0666191	3.0202054e-17
1.0698998	2.9505079e-17
1.0731907	2.9116973e-17
1.0764917	3.57322e-17
1.0798028	2.7594654e-17
1.0831241	2.6421757e-17
1.0864557	2.575776e-17
1.0897974	2.4920429e-17
1.0931495	2.3891651e-17
1.0965119	2.3319724e-17
1.0998846	2.2203914e-17
1.1032677	2.1031537e-17
1.1066612	1.9886615e-17
1.1100651	1.8799226e-17
1.1134795	1.7725624e-17
1.1169044	1.6691904e-17
1.1203398	1.5665607e-17
1.1237859	1.4372542e-17
1.1272425	1.3175144e-17
1.1307097	1.2139412e-17
1.1341876	1.0931107e-17
1.1376762	9.9312304e-18
1.1411755	9.0383744e-18
1.1446856	8.0685165e-18
1.1482065	7.2896834e-18
1.1517382	6.5944124e-18
1.1552808	5.8741204e-18
1.1588343	5.3036304e-18
1.1623987	4.8143846e-18
1.1659741	4.3196346e-18
1.1695605	3.9234913e-18
1.1731579	3.5696483e-18
1.1767663	3.2172091e-18
1.1803859	2.9315338e-18
1.1840166	2.6752029e-18
1.1876585	2.4222586e-18
1.1913115	2.2146083e-18
1.1949758	2.0274262e-18
1.1986514	1.8438523e-18
1.2023383	1.6913211e-18
1.2060365	1.5532222e-18
1.2097461	1.4183668e-18
1.2134671	1.3089387e-18
1.2171996	1.2198492e-18
1.2209435	1.1319141e-18
1.2246989	1.0580208e-18
1.2284659	9.9047361e-19
1.2322445	9.2388876e-19
1.2360347	8.6756851e-19
1.2398366	8.159593e-19
1.2436502	7.65135e-19
1.2474755	7.2199171e-19
1.2513125	6.8241746e-19
1.2551614	6.4347148e-19
1.2590221	6.1044352e-19
1.2628946	5.8018524e-19
1.2667791	5.5041719e-19
1.2706756	5.2684611e-19
1.274584	5.097498e-19
1.2785044	4.9268484e-19
1.2824369	4.7950831e-19
1.2863815	4.6803701e-19
1.2903382	4.5658828e-19
1.2943071	4.4913141e-19
1.2982882	4.4343206e-19
1.3022816	4.3774174e-19
1.3062872	4.3703514e-19
1.3103052	4.3852212e-19
1.3143355	4.3998774e-19
1.3183782	4.4960421e-19
1.3224333	4.6278991e-19
1.326501	4.7586167e-19
1.3305811	5.07922e-19
