%frequency	 %AdV2015	 %AdV2017	 %AdV2019
   3.0513697e+02   1.8938740e-23   6.1855346e-24   3.3629261e-24
   3.0584062e+02   1.8980691e-23   6.1852674e-24   3.3624618e-24
   3.0654589e+02   1.9022745e-23   6.1850069e-24   3.3620458e-24
   3.0725279e+02   1.9064900e-23   6.1847530e-24   3.3616788e-24
   3.0796131e+02   1.9107156e-23   6.1845058e-24   3.3613613e-24
   3.0867148e+02   1.9149515e-23   6.1842653e-24   3.3610938e-24
   3.0938327e+02   1.9191977e-23   6.1840316e-24   3.3608772e-24
   3.1009672e+02   1.9234540e-23   6.1838048e-24   3.3607118e-24
   3.1081180e+02   1.9277207e-23   6.1835849e-24   3.3605983e-24
   3.1152853e+02   1.9319976e-23   6.1833719e-24   3.3605374e-24
   3.1224692e+02   1.9362849e-23   6.1831658e-24   3.3605296e-24
   3.1296697e+02   1.9405825e-23   6.1829669e-24   3.3605756e-24
   3.1368867e+02   1.9448904e-23   6.1827750e-24   3.3606759e-24
   3.1441204e+02   1.9492088e-23   6.1825903e-24   3.3608312e-24
   3.1513708e+02   1.9535375e-23   6.1824127e-24   3.3610422e-24
   3.1586378e+02   1.9578767e-23   6.1822424e-24   3.3613093e-24
   3.1659217e+02   1.9622263e-23   6.1820795e-24   3.3616334e-24
   3.1732223e+02   1.9665864e-23   6.1819238e-24   3.3620149e-24
   3.1805398e+02   1.9709570e-23   6.1817756e-24   3.3624545e-24
   3.1878741e+02   1.9753382e-23   6.1816348e-24   3.3629529e-24
   3.1952254e+02   1.9797298e-23   6.1815016e-24   3.3635106e-24
   3.2025936e+02   1.9841321e-23   6.1813759e-24   3.3641284e-24
   3.2099788e+02   1.9885449e-23   6.1812578e-24   3.3648068e-24
   3.2173811e+02   1.9929683e-23   6.1811475e-24   3.3655466e-24
   3.2248004e+02   1.9974023e-23   6.1810448e-24   3.3663483e-24
   3.2322368e+02   2.0018470e-23   6.1809500e-24   3.3672126e-24
   3.2396903e+02   2.0063024e-23   6.1808630e-24   3.3681401e-24
   3.2471611e+02   2.0107685e-23   6.1807839e-24   3.3691315e-24
   3.2546491e+02   2.0152453e-23   6.1807128e-24   3.3701875e-24
   3.2621543e+02   2.0197329e-23   6.1806497e-24   3.3713086e-24
   3.2696769e+02   2.0242312e-23   6.1805947e-24   3.3724956e-24
   3.2772168e+02   2.0287403e-23   6.1805478e-24   3.3737491e-24
   3.2847741e+02   2.0332602e-23   6.1805092e-24   3.3750697e-24
   3.2923488e+02   2.0377910e-23   6.1804788e-24   3.3764582e-24
   3.2999410e+02   2.0423326e-23   6.1804567e-24   3.3779151e-24
   3.3075506e+02   2.0468852e-23   6.1804430e-24   3.3794412e-24
   3.3151779e+02   2.0514486e-23   6.1804377e-24   3.3810370e-24
   3.3228227e+02   2.0560230e-23   6.1804410e-24   3.3827033e-24
   3.3304852e+02   2.0606083e-23   6.1804528e-24   3.3844407e-24
   3.3381653e+02   2.0652046e-23   6.1804733e-24   3.3862499e-24
   3.3458631e+02   2.0698119e-23   6.1805024e-24   3.3881315e-24
   3.3535787e+02   2.0744302e-23   6.1805403e-24   3.3900862e-24
   3.3613121e+02   2.0790596e-23   6.1805871e-24   3.3921147e-24
   3.3690633e+02   2.0837001e-23   6.1806427e-24   3.3942176e-24
   3.3768324e+02   2.0883517e-23   6.1807073e-24   3.3963955e-24
   3.3846194e+02   2.0930143e-23   6.1807809e-24   3.3986493e-24
   3.3924243e+02   2.0976882e-23   6.1808635e-24   3.4009794e-24
   3.4002473e+02   2.1023732e-23   6.1809554e-24   3.4033866e-24
   3.4080883e+02   2.1070694e-23   6.1810564e-24   3.4058716e-24
   3.4159474e+02   2.1117768e-23   6.1811668e-24   3.4084349e-24
   3.4238246e+02   2.1164955e-23   6.1812865e-24   3.4110774e-24
   3.4317199e+02   2.1212254e-23   6.1814156e-24   3.4137995e-24
   3.4396335e+02   2.1259667e-23   6.1815542e-24   3.4166021e-24
   3.4475653e+02   2.1307192e-23   6.1817024e-24   3.4194856e-24
   3.4555154e+02   2.1354831e-23   6.1818602e-24   3.4224509e-24
   3.4634839e+02   2.1402584e-23   6.1820277e-24   3.4254986e-24
   3.4714707e+02   2.1450451e-23   6.1822050e-24   3.4286292e-24
   3.4794759e+02   2.1498431e-23   6.1823921e-24   3.4318436e-24
   3.4874996e+02   2.1546527e-23   6.1825892e-24   3.4351422e-24
   3.4955418e+02   2.1594736e-23   6.1827963e-24   3.4385259e-24
   3.5036026e+02   2.1643061e-23   6.1830134e-24   3.4419951e-24
   3.5116819e+02   2.1691501e-23   6.1832406e-24   3.4455507e-24
   3.5197799e+02   2.1740057e-23   6.1834781e-24   3.4491932e-24
   3.5278965e+02   2.1788728e-23   6.1837259e-24   3.4529232e-24
   3.5360319e+02   2.1837515e-23   6.1839840e-24   3.4567415e-24
   3.5441860e+02   2.1886418e-23   6.1842526e-24   3.4606486e-24
   3.5523589e+02   2.1935438e-23   6.1845317e-24   3.4646452e-24
   3.5605507e+02   2.1984574e-23   6.1848214e-24   3.4687320e-24
   3.5687613e+02   2.2033827e-23   6.1851217e-24   3.4729095e-24
   3.5769909e+02   2.2083198e-23   6.1854328e-24   3.4771784e-24
   3.5852395e+02   2.2132686e-23   6.1857548e-24   3.4815394e-24
   3.5935071e+02   2.2182291e-23   6.1860876e-24   3.4859930e-24
   3.6017937e+02   2.2232015e-23   6.1864315e-24   3.4905399e-24
   3.6100995e+02   2.2281857e-23   6.1867864e-24   3.4951807e-24
   3.6184244e+02   2.2331817e-23   6.1871525e-24   3.4999160e-24
   3.6267685e+02   2.2381896e-23   6.1875298e-24   3.5047464e-24
   3.6351319e+02   2.2432094e-23   6.1879184e-24   3.5096726e-24
   3.6435145e+02   2.2482412e-23   6.1883184e-24   3.5146952e-24
   3.6519165e+02   2.2532849e-23   6.1887299e-24   3.5198147e-24
   3.6603379e+02   2.2583405e-23   6.1891530e-24   3.5250318e-24
   3.6687786e+02   2.2634082e-23   6.1895877e-24   3.5303470e-24
   3.6772389e+02   2.2684879e-23   6.1900342e-24   3.5357610e-24
   3.6857186e+02   2.2735797e-23   6.1904925e-24   3.5412743e-24
   3.6942179e+02   2.2786836e-23   6.1909627e-24   3.5468876e-24
   3.7027368e+02   2.2837995e-23   6.1914449e-24   3.5526014e-24
   3.7112753e+02   2.2889276e-23   6.1919392e-24   3.5584163e-24
   3.7198336e+02   2.2940679e-23   6.1924456e-24   3.5643328e-24
   3.7284115e+02   2.2992204e-23   6.1929644e-24   3.5703516e-24
   3.7370093e+02   2.3043851e-23   6.1934954e-24   3.5764732e-24
   3.7456268e+02   2.3095620e-23   6.1940390e-24   3.5826982e-24
   3.7542643e+02   2.3147512e-23   6.1945950e-24   3.5890271e-24
   3.7629216e+02   2.3199527e-23   6.1951637e-24   3.5954606e-24
   3.7715990e+02   2.3251665e-23   6.1957452e-24   3.6019990e-24
   3.7802963e+02   2.3303927e-23   6.1963394e-24   3.6086431e-24
   3.7890137e+02   2.3356313e-23   6.1969466e-24   3.6153932e-24
   3.7977512e+02   2.3408822e-23   6.1975667e-24   3.6222501e-24
   3.8065088e+02   2.3461457e-23   6.1982000e-24   3.6292141e-24
   3.8152867e+02   2.3514215e-23   6.1988464e-24   3.6362859e-24
   3.8240848e+02   2.3567099e-23   6.1995062e-24   3.6434659e-24
   3.8329031e+02   2.3620108e-23   6.2001794e-24   3.6507547e-24
   3.8417418e+02   2.3673242e-23   6.2008660e-24   3.6581528e-24
   3.8506009e+02   2.3726502e-23   6.2015663e-24   3.6656606e-24
   3.8594804e+02   2.3779888e-23   6.2022802e-24   3.6732788e-24
   3.8683804e+02   2.3833401e-23   6.2030080e-24   3.6810078e-24
   3.8773009e+02   2.3887040e-23   6.2037496e-24   3.6888481e-24
   3.8862420e+02   2.3940805e-23   6.2045053e-24   3.6968002e-24
   3.8952037e+02   2.3994698e-23   6.2052751e-24   3.7048645e-24
   3.9041861e+02   2.4048719e-23   6.2060591e-24   3.7130416e-24
   3.9131892e+02   2.4102867e-23   6.2068574e-24   3.7213320e-24
   3.9222130e+02   2.4157143e-23   6.2076702e-24   3.7297361e-24
   3.9312577e+02   2.4211548e-23   6.2084975e-24   3.7382544e-24
   3.9403232e+02   2.4266080e-23   6.2093396e-24   3.7468873e-24
   3.9494096e+02   2.4320742e-23   6.2101963e-24   3.7556353e-24
   3.9585170e+02   2.4375533e-23   6.2110680e-24   3.7644990e-24
   3.9676453e+02   2.4430454e-23   6.2119547e-24   3.7734787e-24
   3.9767948e+02   2.4485504e-23   6.2128566e-24   3.7825748e-24
   3.9859653e+02   2.4540684e-23   6.2137737e-24   3.7917879e-24
   3.9951569e+02   2.4595995e-23   6.2147062e-24   3.8011185e-24
   4.0043698e+02   2.4651436e-23   6.2156543e-24   3.8105668e-24
   4.0136039e+02   2.4707008e-23   6.2166180e-24   3.8201335e-24
   4.0228593e+02   2.4762711e-23   6.2175975e-24   3.8298189e-24
   4.0321361e+02   2.4818545e-23   6.2185930e-24   3.8396235e-24
   4.0414342e+02   2.4874512e-23   6.2196045e-24   3.8495477e-24
   4.0507538e+02   2.4930611e-23   6.2206323e-24   3.8595921e-24
   4.0600948e+02   2.4986842e-23   6.2216765e-24   3.8697569e-24
   4.0694575e+02   2.5043205e-23   6.2227373e-24   3.8800428e-24
   4.0788417e+02   2.5099702e-23   6.2238149e-24   3.8904503e-24
   4.0882475e+02   2.5156332e-23   6.2249094e-24   3.9009796e-24
   4.0976750e+02   2.5213096e-23   6.2260211e-24   3.9116315e-24
   4.1071243e+02   2.5269994e-23   6.2271503e-24   3.9224064e-24
   4.1165954e+02   2.5327026e-23   6.2282971e-24   3.9333048e-24
   4.1260883e+02   2.5384192e-23   6.2294618e-24   3.9443274e-24
   4.1356030e+02   2.5441494e-23   6.2306447e-24   3.9554748e-24
   4.1451398e+02   2.5498931e-23   6.2318463e-24   3.9667476e-24
   4.1546985e+02   2.5556504e-23   6.2330669e-24   3.9781466e-24
   4.1642793e+02   2.5614213e-23   6.2343070e-24   3.9896727e-24
   4.1738821e+02   2.5672058e-23   6.2355671e-24   4.0013268e-24
   4.1835071e+02   2.5730041e-23   6.2368479e-24   4.0131101e-24
   4.1931543e+02   2.5788160e-23   6.2381502e-24   4.0250238e-24
   4.2028238e+02   2.5846418e-23   6.2394751e-24   4.0370697e-24
   4.2125155e+02   2.5904814e-23   6.2408237e-24   4.0492497e-24
   4.2222296e+02   2.5963350e-23   6.2421979e-24   4.0615664e-24
   4.2319661e+02   2.6022025e-23   6.2435997e-24   4.0740231e-24
   4.2417251e+02   2.6080841e-23   6.2450321e-24   4.0866243e-24
   4.2515065e+02   2.6139800e-23   6.2464991e-24   4.0993760e-24
   4.2613105e+02   2.6198902e-23   6.2480064e-24   4.1122867e-24
   4.2711371e+02   2.6258150e-23   6.2495623e-24   4.1253689e-24
   4.2809864e+02   2.6317547e-23   6.2511795e-24   4.1386413e-24
   4.2908584e+02   2.6377099e-23   6.2528779e-24   4.1521333e-24
   4.3007531e+02   2.6436813e-23   6.2546903e-24   4.1658934e-24
   4.3106707e+02   2.6496702e-23   6.2566744e-24   4.1800068e-24
   4.3206111e+02   2.6556793e-23   6.2589393e-24   4.1946342e-24
   4.3305745e+02   2.6617140e-23   6.2617130e-24   4.2101110e-24
   4.3405608e+02   2.6677869e-23   6.2655397e-24   4.2272368e-24
   4.3505702e+02   2.6739352e-23   6.2720055e-24   4.2483377e-24
   4.3606027e+02   2.6803093e-23   6.2875326e-24   4.2828020e-24
   4.3706582e+02   2.6881382e-23   6.3642356e-24   4.4060264e-24
   4.3807370e+02   2.6900000e-23   6.3625000e-24   4.41e-24
   4.3908390e+02   2.7001452e-23   6.3611160e-24   4.4246618e-24
   4.4009643e+02   2.7045993e-23   6.2923881e-24   4.3372823e-24
   4.4111130e+02   2.7104118e-23   6.2808954e-24   4.3327632e-24
   4.4212851e+02   2.7164384e-23   6.2779964e-24   4.3408575e-24
   4.4314806e+02   2.7225372e-23   6.2776018e-24   4.3527017e-24
   4.4416996e+02   2.7286732e-23   6.2782044e-24   4.3660990e-24
   4.4519422e+02   2.7348342e-23   6.2792878e-24   4.3802965e-24
   4.4622084e+02   2.7410154e-23   6.2806367e-24   4.3949805e-24
   4.4724983e+02   2.7472144e-23   6.2821484e-24   4.4100013e-24
   4.4828119e+02   2.7534300e-23   6.2837690e-24   4.4252805e-24
   4.4931493e+02   2.7596616e-23   6.2854680e-24   4.4407738e-24
   4.5035105e+02   2.7659086e-23   6.2872273e-24   4.4564548e-24
   4.5138957e+02   2.7721709e-23   6.2890356e-24   4.4723068e-24
   4.5243047e+02   2.7784484e-23   6.2908852e-24   4.4883190e-24
   4.5347378e+02   2.7847409e-23   6.2927714e-24   4.5044842e-24
   4.5451950e+02   2.7910484e-23   6.2946906e-24   4.5207973e-24
   4.5556762e+02   2.7973710e-23   6.2966405e-24   4.5372549e-24
   4.5661816e+02   2.8037085e-23   6.2986194e-24   4.5538544e-24
   4.5767113e+02   2.8100609e-23   6.3006261e-24   4.5705941e-24
   4.5872652e+02   2.8164284e-23   6.3026597e-24   4.5874724e-24
   4.5978435e+02   2.8228108e-23   6.3047195e-24   4.6044886e-24
   4.6084462e+02   2.8292083e-23   6.3068051e-24   4.6216417e-24
   4.6190733e+02   2.8356208e-23   6.3089161e-24   4.6389312e-24
   4.6297249e+02   2.8420484e-23   6.3110524e-24   4.6563568e-24
   4.6404011e+02   2.8484911e-23   6.3132137e-24   4.6739181e-24
   4.6511019e+02   2.8549489e-23   6.3153999e-24   4.6916148e-24
   4.6618273e+02   2.8614218e-23   6.3176110e-24   4.7094468e-24
   4.6725776e+02   2.8679099e-23   6.3198471e-24   4.7274140e-24
   4.6833526e+02   2.8744133e-23   6.3221080e-24   4.7455163e-24
   4.6941524e+02   2.8809319e-23   6.3243939e-24   4.7637536e-24
   4.7049772e+02   2.8874657e-23   6.3267047e-24   4.7821259e-24
   4.7158269e+02   2.8940149e-23   6.3290407e-24   4.8006332e-24
   4.7267016e+02   2.9005794e-23   6.3314017e-24   4.8192756e-24
   4.7376014e+02   2.9071593e-23   6.3337881e-24   4.8380529e-24
   4.7485264e+02   2.9137546e-23   6.3361998e-24   4.8569653e-24
   4.7594765e+02   2.9203653e-23   6.3386369e-24   4.8760128e-24
   4.7704519e+02   2.9269916e-23   6.3410997e-24   4.8951955e-24
   4.7814526e+02   2.9336333e-23   6.3435881e-24   4.9145133e-24
   4.7924786e+02   2.9402905e-23   6.3461024e-24   4.9339664e-24
   4.8035301e+02   2.9469634e-23   6.3486427e-24   4.9535547e-24
   4.8146071e+02   2.9536519e-23   6.3512090e-24   4.9732784e-24
   4.8257096e+02   2.9603560e-23   6.3538016e-24   4.9931376e-24
   4.8368378e+02   2.9670757e-23   6.3564207e-24   5.0131322e-24
   4.8479915e+02   2.9738113e-23   6.3590662e-24   5.0332623e-24
   4.8591711e+02   2.9805625e-23   6.3617385e-24   5.0535281e-24
   4.8703763e+02   2.9873296e-23   6.3644375e-24   5.0739295e-24
   4.8816075e+02   2.9941124e-23   6.3671636e-24   5.0944667e-24
   4.8928645e+02   3.0009112e-23   6.3699168e-24   5.1151397e-24
   4.9041475e+02   3.0077258e-23   6.3726974e-24   5.1359485e-24
   4.9154565e+02   3.0145563e-23   6.3755053e-24   5.1568933e-24
   4.9267916e+02   3.0214029e-23   6.3783409e-24   5.1779740e-24
   4.9381528e+02   3.0282654e-23   6.3812043e-24   5.1991909e-24
   4.9495402e+02   3.0351439e-23   6.3840956e-24   5.2205438e-24
   4.9609539e+02   3.0420386e-23   6.3870150e-24   5.2420330e-24
   4.9723939e+02   3.0489493e-23   6.3899626e-24   5.2636584e-24
   4.9838602e+02   3.0558762e-23   6.3929387e-24   5.2854201e-24
   4.9953531e+02   3.0628193e-23   6.3959434e-24   5.3073183e-24
   5.0068724e+02   3.0697786e-23   6.3989768e-24   5.3293528e-24
   5.0184183e+02   3.0767541e-23   6.4020391e-24   5.3515239e-24
   5.0299908e+02   3.0837460e-23   6.4051305e-24   5.3738316e-24
   5.0415900e+02   3.0907541e-23   6.4082512e-24   5.3962759e-24
   5.0532159e+02   3.0977787e-23   6.4114013e-24   5.4188569e-24
   5.0648687e+02   3.1048196e-23   6.4145810e-24   5.4415747e-24
   5.0765483e+02   3.1118770e-23   6.4177904e-24   5.4644293e-24
   5.0882549e+02   3.1189508e-23   6.4210298e-24   5.4874208e-24
   5.0999884e+02   3.1260412e-23   6.4242993e-24   5.5105492e-24
   5.1117490e+02   3.1331481e-23   6.4275990e-24   5.5338147e-24
   5.1235368e+02   3.1402716e-23   6.4309292e-24   5.5572172e-24
   5.1353517e+02   3.1474117e-23   6.4342901e-24   5.5807568e-24
   5.1471938e+02   3.1545685e-23   6.4376817e-24   5.6044336e-24
   5.1590633e+02   3.1617420e-23   6.4411043e-24   5.6282476e-24
   5.1709601e+02   3.1689323e-23   6.4445581e-24   5.6521990e-24
   5.1828844e+02   3.1761393e-23   6.4480431e-24   5.6762877e-24
   5.1948362e+02   3.1833631e-23   6.4515597e-24   5.7005139e-24
   5.2068155e+02   3.1906038e-23   6.4551079e-24   5.7248775e-24
   5.2188225e+02   3.1978614e-23   6.4586880e-24   5.7493786e-24
   5.2308571e+02   3.2051359e-23   6.4623002e-24   5.7740174e-24
   5.2429195e+02   3.2124273e-23   6.4659445e-24   5.7987938e-24
   5.2550097e+02   3.2197358e-23   6.4696213e-24   5.8237080e-24
   5.2671278e+02   3.2270613e-23   6.4733306e-24   5.8487599e-24
   5.2792739e+02   3.2344039e-23   6.4770726e-24   5.8739496e-24
   5.2914479e+02   3.2417636e-23   6.4808476e-24   5.8992772e-24
   5.3036500e+02   3.2491405e-23   6.4846557e-24   5.9247428e-24
   5.3158803e+02   3.2565346e-23   6.4884971e-24   5.9503464e-24
   5.3281387e+02   3.2639459e-23   6.4923719e-24   5.9760880e-24
   5.3404255e+02   3.2713745e-23   6.4962805e-24   6.0019678e-24
   5.3527405e+02   3.2788204e-23   6.5002228e-24   6.0279858e-24
   5.3650840e+02   3.2862837e-23   6.5041992e-24   6.0541420e-24
   5.3774559e+02   3.2937644e-23   6.5082098e-24   6.0804365e-24
   5.3898564e+02   3.3012625e-23   6.5122548e-24   6.1068694e-24
   5.4022854e+02   3.3087781e-23   6.5163344e-24   6.1334407e-24
   5.4147431e+02   3.3163111e-23   6.5204487e-24   6.1601506e-24
   5.4272296e+02   3.3238618e-23   6.5245980e-24   6.1869989e-24
   5.4397448e+02   3.3314300e-23   6.5287824e-24   6.2139859e-24
   5.4522889e+02   3.3390159e-23   6.5330021e-24   6.2411115e-24
   5.4648619e+02   3.3466194e-23   6.5372573e-24   6.2683759e-24
   5.4774639e+02   3.3542407e-23   6.5415483e-24   6.2957790e-24
   5.4900950e+02   3.3618797e-23   6.5458751e-24   6.3233211e-24
   5.5027552e+02   3.3695365e-23   6.5502380e-24   6.3510020e-24
   5.5154446e+02   3.3772111e-23   6.5546371e-24   6.3788220e-24
   5.5281633e+02   3.3849036e-23   6.5590727e-24   6.4067809e-24
   5.5409112e+02   3.3926140e-23   6.5635450e-24   6.4348790e-24
   5.5536886e+02   3.4003424e-23   6.5680540e-24   6.4631163e-24
   5.5664955e+02   3.4080888e-23   6.5726001e-24   6.4914928e-24
   5.5793319e+02   3.4158532e-23   6.5771834e-24   6.5200087e-24
   5.5921978e+02   3.4236357e-23   6.5818041e-24   6.5486639e-24
   5.6050935e+02   3.4314363e-23   6.5864623e-24   6.5774585e-24
   5.6180189e+02   3.4392550e-23   6.5911584e-24   6.6063927e-24
   5.6309741e+02   3.4470920e-23   6.5958924e-24   6.6354664e-24
   5.6439591e+02   3.4549472e-23   6.6006646e-24   6.6646798e-24
   5.6569742e+02   3.4628207e-23   6.6054751e-24   6.6940329e-24
   5.6700192e+02   3.4707125e-23   6.6103242e-24   6.7235258e-24
   5.6830943e+02   3.4786227e-23   6.6152120e-24   6.7531586e-24
   5.6961995e+02   3.4865513e-23   6.6201388e-24   6.7829312e-24
   5.7093350e+02   3.4944984e-23   6.6251046e-24   6.8128439e-24
   5.7225008e+02   3.5024639e-23   6.6301098e-24   6.8428967e-24
   5.7356969e+02   3.5104480e-23   6.6351545e-24   6.8730895e-24
   5.7489235e+02   3.5184506e-23   6.6402390e-24   6.9034226e-24
   5.7621806e+02   3.5264719e-23   6.6453633e-24   6.9338960e-24
   5.7754682e+02   3.5345118e-23   6.6505277e-24   6.9645098e-24
   5.7887865e+02   3.5425705e-23   6.6557324e-24   6.9952640e-24
   5.8021354e+02   3.5506478e-23   6.6609776e-24   7.0261587e-24
   5.8155152e+02   3.5587440e-23   6.6662634e-24   7.0571940e-24
   5.8289258e+02   3.5668590e-23   6.6715902e-24   7.0883700e-24
   5.8423674e+02   3.5749929e-23   6.6769580e-24   7.1196867e-24
   5.8558399e+02   3.5831457e-23   6.6823670e-24   7.1511442e-24
   5.8693435e+02   3.5913174e-23   6.6878176e-24   7.1827427e-24
   5.8828783e+02   3.5995082e-23   6.6933097e-24   7.2144821e-24
   5.8964443e+02   3.6077180e-23   6.6988438e-24   7.2463626e-24
   5.9100415e+02   3.6159469e-23   6.7044199e-24   7.2783842e-24
   5.9236701e+02   3.6241949e-23   6.7100382e-24   7.3105471e-24
   5.9373301e+02   3.6324621e-23   6.7156990e-24   7.3428512e-24
   5.9510217e+02   3.6407486e-23   6.7214024e-24   7.3752968e-24
   5.9647448e+02   3.6490542e-23   6.7271486e-24   7.4078838e-24
   5.9784995e+02   3.6573792e-23   6.7329379e-24   7.4406124e-24
   5.9922860e+02   3.6657236e-23   6.7387704e-24   7.4734826e-24
   6.0061042e+02   3.6740873e-23   6.7446463e-24   7.5064946e-24
   6.0199543e+02   3.6824705e-23   6.7505659e-24   7.5396483e-24
   6.0338364e+02   3.6908732e-23   6.7565293e-24   7.5729440e-24
   6.0477505e+02   3.6992954e-23   6.7625367e-24   7.6063817e-24
   6.0616966e+02   3.7077372e-23   6.7685883e-24   7.6399614e-24
   6.0756750e+02   3.7161986e-23   6.7746843e-24   7.6736833e-24
   6.0896855e+02   3.7246796e-23   6.7808250e-24   7.7075475e-24
   6.1037284e+02   3.7331804e-23   6.7870104e-24   7.7415540e-24
   6.1178036e+02   3.7417009e-23   6.7932408e-24   7.7757029e-24
   6.1319113e+02   3.7502412e-23   6.7995165e-24   7.8099944e-24
   6.1460516e+02   3.7588014e-23   6.8058376e-24   7.8444285e-24
   6.1602244e+02   3.7673814e-23   6.8122042e-24   7.8790054e-24
   6.1744299e+02   3.7759814e-23   6.8186167e-24   7.9137250e-24
   6.1886682e+02   3.7846014e-23   6.8250751e-24   7.9485875e-24
   6.2029393e+02   3.7932414e-23   6.8315797e-24   7.9835931e-24
   6.2172433e+02   3.8019014e-23   6.8381307e-24   8.0187417e-24
   6.2315804e+02   3.8105816e-23   6.8447284e-24   8.0540335e-24
   6.2459504e+02   3.8192819e-23   6.8513728e-24   8.0894687e-24
   6.2603536e+02   3.8280025e-23   6.8580641e-24   8.1250472e-24
   6.2747901e+02   3.8367432e-23   6.8648027e-24   8.1607692e-24
   6.2892598e+02   3.8455043e-23   6.8715886e-24   8.1966347e-24
   6.3037629e+02   3.8542858e-23   6.8784221e-24   8.2326440e-24
   6.3182994e+02   3.8630876e-23   6.8853034e-24   8.2687971e-24
   6.3328694e+02   3.8719099e-23   6.8922326e-24   8.3050940e-24
   6.3474731e+02   3.8807526e-23   6.8992101e-24   8.3415349e-24
   6.3621104e+02   3.8896159e-23   6.9062358e-24   8.3781200e-24
   6.3767815e+02   3.8984998e-23   6.9133102e-24   8.4148492e-24
   6.3914864e+02   3.9074042e-23   6.9204333e-24   8.4517227e-24
   6.4062252e+02   3.9163294e-23   6.9276053e-24   8.4887407e-24
   6.4209980e+02   3.9252753e-23   6.9348265e-24   8.5259031e-24
   6.4358049e+02   3.9342419e-23   6.9420970e-24   8.5632101e-24
   6.4506459e+02   3.9432294e-23   6.9494171e-24   8.6006619e-24
   6.4655211e+02   3.9522377e-23   6.9567869e-24   8.6382585e-24
   6.4804307e+02   3.9612670e-23   6.9642067e-24   8.6760001e-24
   6.4953746e+02   3.9703172e-23   6.9716766e-24   8.7138867e-24
   6.5103530e+02   3.9793884e-23   6.9791968e-24   8.7519184e-24
   6.5253659e+02   3.9884806e-23   6.9867675e-24   8.7900954e-24
   6.5404134e+02   3.9975940e-23   6.9943889e-24   8.8284178e-24
   6.5554957e+02   4.0067285e-23   7.0020613e-24   8.8668857e-24
   6.5706127e+02   4.0158842e-23   7.0097848e-24   8.9054992e-24
   6.5857646e+02   4.0250611e-23   7.0175595e-24   8.9442583e-24
   6.6009514e+02   4.0342594e-23   7.0253858e-24   8.9831633e-24
   6.6161732e+02   4.0434789e-23   7.0332637e-24   9.0222143e-24
   6.6314302e+02   4.0527199e-23   7.0411936e-24   9.0614113e-24
   6.6467223e+02   4.0619823e-23   7.0491755e-24   9.1007544e-24
   6.6620497e+02   4.0712662e-23   7.0572096e-24   9.1402438e-24
   6.6774125e+02   4.0805717e-23   7.0652963e-24   9.1798797e-24
   6.6928106e+02   4.0898987e-23   7.0734356e-24   9.2196620e-24
   6.7082443e+02   4.0992474e-23   7.0816277e-24   9.2595910e-24
   6.7237136e+02   4.1086178e-23   7.0898729e-24   9.2996667e-24
   6.7392185e+02   4.1180099e-23   7.0981713e-24   9.3398892e-24
   6.7547592e+02   4.1274237e-23   7.1065231e-24   9.3802588e-24
   6.7703357e+02   4.1368595e-23   7.1149286e-24   9.4207754e-24
   6.7859481e+02   4.1463171e-23   7.1233879e-24   9.4614393e-24
   6.8015966e+02   4.1557966e-23   7.1319011e-24   9.5022505e-24
   6.8172811e+02   4.1652981e-23   7.1404686e-24   9.5432092e-24
   6.8330018e+02   4.1748217e-23   7.1490904e-24   9.5843155e-24
   6.8487588e+02   4.1843673e-23   7.1577668e-24   9.6255694e-24
   6.8645521e+02   4.1939351e-23   7.1664979e-24   9.6669712e-24
   6.8803818e+02   4.2035251e-23   7.1752840e-24   9.7085209e-24
   6.8962480e+02   4.2131373e-23   7.1841252e-24   9.7502187e-24
   6.9121508e+02   4.2227718e-23   7.1930218e-24   9.7920647e-24
   6.9280903e+02   4.2324287e-23   7.2019738e-24   9.8340590e-24
   6.9440665e+02   4.2421079e-23   7.2109816e-24   9.8762018e-24
   6.9600796e+02   4.2518096e-23   7.2200452e-24   9.9184931e-24
   6.9761296e+02   4.2615337e-23   7.2291649e-24   9.9609332e-24
   6.9922166e+02   4.2712805e-23   7.2383409e-24   1.0003522e-23
   7.0083407e+02   4.2810498e-23   7.2475733e-24   1.0046260e-23
   7.0245020e+02   4.2908417e-23   7.2568623e-24   1.0089147e-23
   7.0407005e+02   4.3006564e-23   7.2662082e-24   1.0132183e-23
   7.0569364e+02   4.3104938e-23   7.2756110e-24   1.0175368e-23
   7.0732098e+02   4.3203540e-23   7.2850711e-24   1.0218703e-23
   7.0895207e+02   4.3302371e-23   7.2945885e-24   1.0262187e-23
   7.1058691e+02   4.3401431e-23   7.3041634e-24   1.0305822e-23
   7.1222553e+02   4.3500720e-23   7.3137961e-24   1.0349606e-23
   7.1386793e+02   4.3600240e-23   7.3234867e-24   1.0393540e-23
   7.1551412e+02   4.3699990e-23   7.3332354e-24   1.0437624e-23
   7.1716410e+02   4.3799971e-23   7.3430424e-24   1.0481858e-23
   7.1881788e+02   4.3900184e-23   7.3529078e-24   1.0526243e-23
   7.2047548e+02   4.4000630e-23   7.3628319e-24   1.0570778e-23
   7.2213690e+02   4.4101308e-23   7.3728147e-24   1.0615464e-23
   7.2380216e+02   4.4202219e-23   7.3828566e-24   1.0660301e-23
   7.2547125e+02   4.4303365e-23   7.3929577e-24   1.0705288e-23
