%frequency	 %AdV2015	 %AdV2017	 %AdV2019
   5.7976824e+01   6.9635954e-24   7.2527426e-24   5.5900318e-24
   5.8110519e+01   6.9571706e-24   7.2487102e-24   5.5796495e-24
   5.8244522e+01   6.9508606e-24   7.2447095e-24   5.5693659e-24
   5.8378834e+01   6.9446642e-24   7.2407399e-24   5.5591803e-24
   5.8513456e+01   6.9385808e-24   7.2368012e-24   5.5490917e-24
   5.8648389e+01   6.9326094e-24   7.2328927e-24   5.5390992e-24
   5.8783632e+01   6.9267491e-24   7.2290141e-24   5.5292018e-24
   5.8919188e+01   6.9209992e-24   7.2251650e-24   5.5193988e-24
   5.9055056e+01   6.9153588e-24   7.2213451e-24   5.5096890e-24
   5.9191237e+01   6.9098271e-24   7.2175537e-24   5.5000718e-24
   5.9327733e+01   6.9044033e-24   7.2137907e-24   5.4905462e-24
   5.9464543e+01   6.8990865e-24   7.2100556e-24   5.4811113e-24
   5.9601669e+01   6.8938760e-24   7.2063479e-24   5.4717663e-24
   5.9739111e+01   6.8887709e-24   7.2026674e-24   5.4625103e-24
   5.9876870e+01   6.8837706e-24   7.1990136e-24   5.4533425e-24
   6.0014946e+01   6.8788741e-24   7.1953862e-24   5.4442620e-24
   6.0153341e+01   6.8740809e-24   7.1917849e-24   5.4352679e-24
   6.0292055e+01   6.8693900e-24   7.1882092e-24   5.4263595e-24
   6.0431089e+01   6.8648008e-24   7.1846588e-24   5.4175358e-24
   6.0570443e+01   6.8603125e-24   7.1811334e-24   5.4087962e-24
   6.0710119e+01   6.8559244e-24   7.1776326e-24   5.4001397e-24
   6.0850117e+01   6.8516358e-24   7.1741561e-24   5.3915656e-24
   6.0990438e+01   6.8474459e-24   7.1707035e-24   5.3830730e-24
   6.1131083e+01   6.8433541e-24   7.1672746e-24   5.3746611e-24
   6.1272051e+01   6.8393596e-24   7.1638690e-24   5.3663292e-24
   6.1413345e+01   6.8354618e-24   7.1604864e-24   5.3580765e-24
   6.1554965e+01   6.8316600e-24   7.1571264e-24   5.3499022e-24
   6.1696911e+01   6.8279535e-24   7.1537889e-24   5.3418055e-24
   6.1839185e+01   6.8243416e-24   7.1504734e-24   5.3337857e-24
   6.1981786e+01   6.8208237e-24   7.1471798e-24   5.3258419e-24
   6.2124717e+01   6.8173992e-24   7.1439076e-24   5.3179735e-24
   6.2267977e+01   6.8140673e-24   7.1406566e-24   5.3101796e-24
   6.2411567e+01   6.8108275e-24   7.1374265e-24   5.3024596e-24
   6.2555489e+01   6.8076791e-24   7.1342170e-24   5.2948127e-24
   6.2699742e+01   6.8046215e-24   7.1310280e-24   5.2872381e-24
   6.2844328e+01   6.8016540e-24   7.1278590e-24   5.2797352e-24
   6.2989248e+01   6.7987762e-24   7.1247098e-24   5.2723031e-24
   6.3134501e+01   6.7959873e-24   7.1215802e-24   5.2649413e-24
   6.3280090e+01   6.7932868e-24   7.1184699e-24   5.2576490e-24
   6.3426014e+01   6.7906742e-24   7.1153786e-24   5.2504255e-24
   6.3572275e+01   6.7881487e-24   7.1123062e-24   5.2432700e-24
   6.3718874e+01   6.7857099e-24   7.1092522e-24   5.2361819e-24
   6.3865810e+01   6.7833571e-24   7.1062166e-24   5.2291605e-24
   6.4013085e+01   6.7810899e-24   7.1031991e-24   5.2222052e-24
   6.4160699e+01   6.7789077e-24   7.1001993e-24   5.2153152e-24
   6.4308655e+01   6.7768099e-24   7.0972172e-24   5.2084898e-24
   6.4456951e+01   6.7747959e-24   7.0942524e-24   5.2017285e-24
   6.4605589e+01   6.7728654e-24   7.0913048e-24   5.1950305e-24
   6.4754570e+01   6.7710176e-24   7.0883741e-24   5.1883951e-24
   6.4903894e+01   6.7692522e-24   7.0854601e-24   5.1818218e-24
   6.5053563e+01   6.7675686e-24   7.0825625e-24   5.1753099e-24
   6.5203577e+01   6.7659662e-24   7.0796813e-24   5.1688588e-24
   6.5353937e+01   6.7644447e-24   7.0768161e-24   5.1624678e-24
   6.5504644e+01   6.7630034e-24   7.0739667e-24   5.1561362e-24
   6.5655698e+01   6.7616419e-24   7.0711330e-24   5.1498635e-24
   6.5807101e+01   6.7603598e-24   7.0683147e-24   5.1436491e-24
   6.5958852e+01   6.7591565e-24   7.0655117e-24   5.1374922e-24
   6.6110954e+01   6.7580316e-24   7.0627238e-24   5.1313924e-24
   6.6263406e+01   6.7569846e-24   7.0599507e-24   5.1253490e-24
   6.6416210e+01   6.7560151e-24   7.0571923e-24   5.1193614e-24
   6.6569367e+01   6.7551226e-24   7.0544484e-24   5.1134291e-24
   6.6722876e+01   6.7543066e-24   7.0517188e-24   5.1075513e-24
   6.6876740e+01   6.7535668e-24   7.0490033e-24   5.1017276e-24
   6.7030958e+01   6.7529026e-24   7.0463018e-24   5.0959574e-24
   6.7185532e+01   6.7523137e-24   7.0436140e-24   5.0902401e-24
   6.7340462e+01   6.7517996e-24   7.0409399e-24   5.0845750e-24
   6.7495750e+01   6.7513599e-24   7.0382792e-24   5.0789618e-24
   6.7651395e+01   6.7509942e-24   7.0356317e-24   5.0733997e-24
   6.7807400e+01   6.7507021e-24   7.0329974e-24   5.0678883e-24
   6.7963764e+01   6.7504832e-24   7.0303760e-24   5.0624269e-24
   6.8120489e+01   6.7503371e-24   7.0277674e-24   5.0570151e-24
   6.8277576e+01   6.7502633e-24   7.0251714e-24   5.0516523e-24
   6.8435024e+01   6.7502616e-24   7.0225879e-24   5.0463380e-24
   6.8592836e+01   6.7503315e-24   7.0200167e-24   5.0410716e-24
   6.8751012e+01   6.7504726e-24   7.0174577e-24   5.0358526e-24
   6.8909552e+01   6.7506846e-24   7.0149106e-24   5.0306804e-24
   6.9068458e+01   6.7509671e-24   7.0123755e-24   5.0255547e-24
   6.9227730e+01   6.7513198e-24   7.0098521e-24   5.0204748e-24
   6.9387370e+01   6.7517422e-24   7.0073402e-24   5.0154402e-24
   6.9547378e+01   6.7522341e-24   7.0048398e-24   5.0104504e-24
   6.9707755e+01   6.7527950e-24   7.0023508e-24   5.0055050e-24
   6.9868501e+01   6.7534247e-24   6.9998729e-24   5.0006034e-24
   7.0029619e+01   6.7541229e-24   6.9974060e-24   4.9957452e-24
   7.0191107e+01   6.7548890e-24   6.9949500e-24   4.9909298e-24
   7.0352969e+01   6.7557230e-24   6.9925049e-24   4.9861568e-24
   7.0515203e+01   6.7566243e-24   6.9900703e-24   4.9814256e-24
   7.0677812e+01   6.7575927e-24   6.9876463e-24   4.9767359e-24
   7.0840795e+01   6.7586279e-24   6.9852327e-24   4.9720871e-24
   7.1004155e+01   6.7597296e-24   6.9828294e-24   4.9674788e-24
   7.1167891e+01   6.7608974e-24   6.9804363e-24   4.9629105e-24
   7.1332004e+01   6.7621311e-24   6.9780531e-24   4.9583818e-24
   7.1496497e+01   6.7634304e-24   6.9756799e-24   4.9538921e-24
   7.1661368e+01   6.7647949e-24   6.9733165e-24   4.9494411e-24
   7.1826620e+01   6.7662244e-24   6.9709629e-24   4.9450283e-24
   7.1992252e+01   6.7677185e-24   6.9686187e-24   4.9406533e-24
   7.2158267e+01   6.7692771e-24   6.9662841e-24   4.9363156e-24
   7.2324665e+01   6.7708998e-24   6.9639588e-24   4.9320147e-24
   7.2491446e+01   6.7725864e-24   6.9616428e-24   4.9277504e-24
   7.2658612e+01   6.7743365e-24   6.9593360e-24   4.9235220e-24
   7.2826163e+01   6.7761499e-24   6.9570382e-24   4.9193293e-24
   7.2994101e+01   6.7780264e-24   6.9547493e-24   4.9151717e-24
   7.3162426e+01   6.7799657e-24   6.9524693e-24   4.9110489e-24
   7.3331139e+01   6.7819675e-24   6.9501980e-24   4.9069604e-24
   7.3500241e+01   6.7840316e-24   6.9479354e-24   4.9029059e-24
   7.3669733e+01   6.7861578e-24   6.9456813e-24   4.8988850e-24
   7.3839616e+01   6.7883457e-24   6.9434357e-24   4.8948972e-24
   7.4009891e+01   6.7905952e-24   6.9411984e-24   4.8909421e-24
   7.4180558e+01   6.7929060e-24   6.9389694e-24   4.8870194e-24
   7.4351619e+01   6.7952779e-24   6.9367486e-24   4.8831286e-24
   7.4523074e+01   6.7977106e-24   6.9345359e-24   4.8792695e-24
   7.4694925e+01   6.8002040e-24   6.9323312e-24   4.8754415e-24
   7.4867172e+01   6.8027577e-24   6.9301344e-24   4.8716443e-24
   7.5039817e+01   6.8053717e-24   6.9279455e-24   4.8678776e-24
   7.5212859e+01   6.8080456e-24   6.9257642e-24   4.8641409e-24
   7.5386300e+01   6.8107792e-24   6.9235907e-24   4.8604339e-24
   7.5560142e+01   6.8135724e-24   6.9214247e-24   4.8567563e-24
   7.5734384e+01   6.8164250e-24   6.9192662e-24   4.8531076e-24
   7.5909028e+01   6.8193366e-24   6.9171152e-24   4.8494876e-24
   7.6084075e+01   6.8223072e-24   6.9149714e-24   4.8458957e-24
   7.6259525e+01   6.8253365e-24   6.9128350e-24   4.8423318e-24
   7.6435380e+01   6.8284244e-24   6.9107057e-24   4.8387955e-24
   7.6611641e+01   6.8315706e-24   6.9085835e-24   4.8352863e-24
   7.6788308e+01   6.8347750e-24   6.9064684e-24   4.8318041e-24
   7.6965382e+01   6.8380373e-24   6.9043602e-24   4.8283483e-24
   7.7142865e+01   6.8413575e-24   6.9022590e-24   4.8249187e-24
   7.7320757e+01   6.8447352e-24   6.9001645e-24   4.8215150e-24
   7.7499060e+01   6.8481704e-24   6.8980768e-24   4.8181369e-24
   7.7677773e+01   6.8516628e-24   6.8959958e-24   4.8147839e-24
   7.7856898e+01   6.8552124e-24   6.8939214e-24   4.8114558e-24
   7.8036437e+01   6.8588188e-24   6.8918535e-24   4.8081523e-24
   7.8216390e+01   6.8624820e-24   6.8897921e-24   4.8048730e-24
   7.8396757e+01   6.8662018e-24   6.8877372e-24   4.8016176e-24
   7.8577541e+01   6.8699781e-24   6.8856885e-24   4.7983859e-24
   7.8758741e+01   6.8738106e-24   6.8836462e-24   4.7951774e-24
   7.8940359e+01   6.8776992e-24   6.8816101e-24   4.7919920e-24
   7.9122397e+01   6.8816438e-24   6.8795802e-24   4.7888292e-24
   7.9304853e+01   6.8856442e-24   6.8775563e-24   4.7856889e-24
   7.9487731e+01   6.8897003e-24   6.8755385e-24   4.7825706e-24
   7.9671030e+01   6.8938119e-24   6.8735267e-24   4.7794742e-24
   7.9854752e+01   6.8979789e-24   6.8715208e-24   4.7763993e-24
   8.0038898e+01   6.9022012e-24   6.8695208e-24   4.7733456e-24
   8.0223468e+01   6.9064785e-24   6.8675266e-24   4.7703128e-24
   8.0408464e+01   6.9108109e-24   6.8655382e-24   4.7673008e-24
   8.0593887e+01   6.9151980e-24   6.8635554e-24   4.7643090e-24
   8.0779737e+01   6.9196399e-24   6.8615783e-24   4.7613374e-24
   8.0966016e+01   6.9241364e-24   6.8596068e-24   4.7583857e-24
   8.1152724e+01   6.9286873e-24   6.8576408e-24   4.7554534e-24
   8.1339863e+01   6.9332925e-24   6.8556803e-24   4.7525405e-24
   8.1527433e+01   6.9379520e-24   6.8537253e-24   4.7496466e-24
   8.1715436e+01   6.9426655e-24   6.8517757e-24   4.7467714e-24
   8.1903872e+01   6.9474330e-24   6.8498313e-24   4.7439148e-24
   8.2092743e+01   6.9522544e-24   6.8478923e-24   4.7410763e-24
   8.2282050e+01   6.9571295e-24   6.8459585e-24   4.7382559e-24
   8.2471793e+01   6.9620583e-24   6.8440299e-24   4.7354532e-24
   8.2661973e+01   6.9670406e-24   6.8421065e-24   4.7326679e-24
   8.2852592e+01   6.9720763e-24   6.8401882e-24   4.7298999e-24
   8.3043651e+01   6.9771653e-24   6.8382749e-24   4.7271488e-24
   8.3235150e+01   6.9823076e-24   6.8363666e-24   4.7244145e-24
   8.3427091e+01   6.9875029e-24   6.8344633e-24   4.7216966e-24
   8.3619475e+01   6.9927513e-24   6.8325649e-24   4.7189950e-24
   8.3812302e+01   6.9980526e-24   6.8306714e-24   4.7163095e-24
   8.4005574e+01   7.0034067e-24   6.8287827e-24   4.7136396e-24
   8.4199291e+01   7.0088135e-24   6.8268988e-24   4.7109854e-24
   8.4393456e+01   7.0142730e-24   6.8250197e-24   4.7083464e-24
   8.4588067e+01   7.0197850e-24   6.8231452e-24   4.7057226e-24
   8.4783128e+01   7.0253495e-24   6.8212755e-24   4.7031136e-24
   8.4978639e+01   7.0309664e-24   6.8194104e-24   4.7005192e-24
   8.5174600e+01   7.0366355e-24   6.8175498e-24   4.6979393e-24
   8.5371013e+01   7.0423569e-24   6.8156939e-24   4.6953735e-24
   8.5567880e+01   7.0481304e-24   6.8138424e-24   4.6928218e-24
   8.5765200e+01   7.0539559e-24   6.8119954e-24   4.6902838e-24
   8.5962975e+01   7.0598335e-24   6.8101529e-24   4.6877593e-24
   8.6161206e+01   7.0657629e-24   6.8083147e-24   4.6852482e-24
   8.6359895e+01   7.0717441e-24   6.8064810e-24   4.6827502e-24
   8.6559041e+01   7.0777771e-24   6.8046515e-24   4.6802651e-24
   8.6758647e+01   7.0838618e-24   6.8028264e-24   4.6777928e-24
   8.6958713e+01   7.0899981e-24   6.8010055e-24   4.6753330e-24
   8.7159241e+01   7.0961859e-24   6.7991889e-24   4.6728854e-24
   8.7360231e+01   7.1024252e-24   6.7973764e-24   4.6704501e-24
   8.7561684e+01   7.1087160e-24   6.7955682e-24   4.6680266e-24
   8.7763602e+01   7.1150580e-24   6.7937640e-24   4.6656149e-24
   8.7965985e+01   7.1214514e-24   6.7919639e-24   4.6632147e-24
   8.8168836e+01   7.1278960e-24   6.7901679e-24   4.6608258e-24
   8.8372154e+01   7.1343918e-24   6.7883760e-24   4.6584481e-24
   8.8575940e+01   7.1409387e-24   6.7865880e-24   4.6560813e-24
   8.8780197e+01   7.1475366e-24   6.7848041e-24   4.6537254e-24
   8.8984925e+01   7.1541856e-24   6.7830240e-24   4.6513800e-24
   8.9190125e+01   7.1608855e-24   6.7812479e-24   4.6490451e-24
   8.9395798e+01   7.1676363e-24   6.7794757e-24   4.6467204e-24
   8.9601945e+01   7.1744380e-24   6.7777073e-24   4.6444058e-24
   8.9808568e+01   7.1812905e-24   6.7759427e-24   4.6421010e-24
   9.0015667e+01   7.1881937e-24   6.7741820e-24   4.6398060e-24
   9.0223244e+01   7.1951476e-24   6.7724250e-24   4.6375205e-24
   9.0431300e+01   7.2021522e-24   6.7706717e-24   4.6352444e-24
   9.0639835e+01   7.2092074e-24   6.7689222e-24   4.6329774e-24
   9.0848851e+01   7.2163132e-24   6.7671764e-24   4.6307195e-24
   9.1058349e+01   7.2234696e-24   6.7654342e-24   4.6284705e-24
   9.1268331e+01   7.2306764e-24   6.7636957e-24   4.6262301e-24
   9.1478796e+01   7.2379337e-24   6.7619608e-24   4.6239983e-24
   9.1689747e+01   7.2452414e-24   6.7602294e-24   4.6217749e-24
   9.1901184e+01   7.2525995e-24   6.7585017e-24   4.6195597e-24
   9.2113109e+01   7.2600080e-24   6.7567774e-24   4.6173526e-24
   9.2325522e+01   7.2674668e-24   6.7550567e-24   4.6151533e-24
   9.2538426e+01   7.2749758e-24   6.7533395e-24   4.6129619e-24
   9.2751820e+01   7.2825351e-24   6.7516257e-24   4.6107780e-24
   9.2965707e+01   7.2901447e-24   6.7499154e-24   4.6086015e-24
   9.3180086e+01   7.2978044e-24   6.7482085e-24   4.6064324e-24
   9.3394960e+01   7.3055143e-24   6.7465050e-24   4.6042704e-24
   9.3610330e+01   7.3132743e-24   6.7448049e-24   4.6021154e-24
   9.3826196e+01   7.3210845e-24   6.7431081e-24   4.5999673e-24
   9.4042560e+01   7.3289447e-24   6.7414147e-24   4.5978259e-24
   9.4259423e+01   7.3368550e-24   6.7397246e-24   4.5956910e-24
   9.4476786e+01   7.3448153e-24   6.7380377e-24   4.5935626e-24
   9.4694650e+01   7.3528257e-24   6.7363542e-24   4.5914405e-24
   9.4913016e+01   7.3608860e-24   6.7346739e-24   4.5893245e-24
   9.5131886e+01   7.3689963e-24   6.7329968e-24   4.5872145e-24
   9.5351261e+01   7.3771566e-24   6.7313229e-24   4.5851104e-24
   9.5571142e+01   7.3853668e-24   6.7296522e-24   4.5830121e-24
   9.5791530e+01   7.3936270e-24   6.7279847e-24   4.5809194e-24
   9.6012426e+01   7.4019370e-24   6.7263203e-24   4.5788321e-24
   9.6233831e+01   7.4102970e-24   6.7246591e-24   4.5767503e-24
   9.6455747e+01   7.4187068e-24   6.7230009e-24   4.5746736e-24
   9.6678175e+01   7.4271665e-24   6.7213459e-24   4.5726020e-24
   9.6901115e+01   7.4356760e-24   6.7196939e-24   4.5705354e-24
   9.7124570e+01   7.4442354e-24   6.7180450e-24   4.5684737e-24
   9.7348540e+01   7.4528446e-24   6.7163992e-24   4.5664166e-24
   9.7573027e+01   7.4615036e-24   6.7147563e-24   4.5643642e-24
   9.7798031e+01   7.4702125e-24   6.7131165e-24   4.5623162e-24
   9.8023554e+01   7.4789711e-24   6.7114796e-24   4.5602726e-24
   9.8249597e+01   7.4877796e-24   6.7098457e-24   4.5582333e-24
   9.8476161e+01   7.4966378e-24   6.7082148e-24   4.5561980e-24
   9.8703248e+01   7.5055458e-24   6.7065868e-24   4.5541668e-24
   9.8930858e+01   7.5145036e-24   6.7049618e-24   4.5521394e-24
   9.9158994e+01   7.5235112e-24   6.7033396e-24   4.5501159e-24
   9.9387655e+01   7.5325686e-24   6.7017203e-24   4.5480960e-24
   9.9616844e+01   7.5416757e-24   6.7001040e-24   4.5460796e-24
   9.9846561e+01   7.5508326e-24   6.6984904e-24   4.5440667e-24
   1.0007681e+02   7.5600392e-24   6.6968797e-24   4.5420571e-24
   1.0030759e+02   7.5692957e-24   6.6952719e-24   4.5400508e-24
   1.0053890e+02   7.5786019e-24   6.6936668e-24   4.5380476e-24
   1.0077074e+02   7.5879578e-24   6.6920646e-24   4.5360473e-24
   1.0100312e+02   7.5973636e-24   6.6904651e-24   4.5340500e-24
   1.0123603e+02   7.6068191e-24   6.6888685e-24   4.5320555e-24
   1.0146948e+02   7.6163244e-24   6.6872745e-24   4.5300637e-24
   1.0170347e+02   7.6258795e-24   6.6856834e-24   4.5280745e-24
   1.0193800e+02   7.6354844e-24   6.6840949e-24   4.5260878e-24
   1.0217307e+02   7.6451391e-24   6.6825092e-24   4.5241034e-24
   1.0240868e+02   7.6548436e-24   6.6809261e-24   4.5221214e-24
   1.0264484e+02   7.6645979e-24   6.6793458e-24   4.5201416e-24
   1.0288154e+02   7.6744020e-24   6.6777681e-24   4.5181638e-24
   1.0311878e+02   7.6842560e-24   6.6761932e-24   4.5161881e-24
   1.0335658e+02   7.6941597e-24   6.6746208e-24   4.5142143e-24
   1.0359492e+02   7.7041134e-24   6.6730511e-24   4.5122423e-24
   1.0383381e+02   7.7141169e-24   6.6714840e-24   4.5102721e-24
   1.0407325e+02   7.7241702e-24   6.6699196e-24   4.5083034e-24
   1.0431324e+02   7.7342735e-24   6.6683577e-24   4.5063363e-24
   1.0455379e+02   7.7444266e-24   6.6667985e-24   4.5043707e-24
   1.0479489e+02   7.7546297e-24   6.6652418e-24   4.5024064e-24
   1.0503655e+02   7.7648827e-24   6.6636877e-24   4.5004434e-24
   1.0527876e+02   7.7751856e-24   6.6621362e-24   4.4984816e-24
   1.0552154e+02   7.7855385e-24   6.6605872e-24   4.4965209e-24
   1.0576487e+02   7.7959413e-24   6.6590407e-24   4.4945612e-24
   1.0600877e+02   7.8063941e-24   6.6574968e-24   4.4926024e-24
   1.0625322e+02   7.8168970e-24   6.6559554e-24   4.4906445e-24
   1.0649824e+02   7.8274498e-24   6.6544164e-24   4.4886873e-24
   1.0674383e+02   7.8380527e-24   6.6528800e-24   4.4867309e-24
   1.0698998e+02   7.8487057e-24   6.6513461e-24   4.4847750e-24
   1.0723670e+02   7.8594087e-24   6.6498146e-24   4.4828196e-24
   1.0748399e+02   7.8701618e-24   6.6482856e-24   4.4808647e-24
   1.0773185e+02   7.8809651e-24   6.6467591e-24   4.4789101e-24
   1.0798028e+02   7.8918184e-24   6.6452350e-24   4.4769558e-24
   1.0822928e+02   7.9027220e-24   6.6437133e-24   4.4750017e-24
   1.0847886e+02   7.9136757e-24   6.6421941e-24   4.4730477e-24
   1.0872901e+02   7.9246796e-24   6.6406772e-24   4.4710938e-24
   1.0897974e+02   7.9357338e-24   6.6391628e-24   4.4691399e-24
   1.0923105e+02   7.9468382e-24   6.6376508e-24   4.4671858e-24
   1.0948294e+02   7.9579929e-24   6.6361412e-24   4.4652316e-24
   1.0973541e+02   7.9691979e-24   6.6346339e-24   4.4632772e-24
   1.0998846e+02   7.9804532e-24   6.6331290e-24   4.4613224e-24
   1.1024209e+02   7.9917589e-24   6.6316265e-24   4.4593672e-24
   1.1049631e+02   8.0031149e-24   6.6301264e-24   4.4574116e-24
   1.1075112e+02   8.0145214e-24   6.6286285e-24   4.4554554e-24
   1.1100651e+02   8.0259783e-24   6.6271331e-24   4.4534986e-24
   1.1126249e+02   8.0374857e-24   6.6256399e-24   4.4515412e-24
   1.1151906e+02   8.0490435e-24   6.6241491e-24   4.4495830e-24
   1.1177623e+02   8.0606519e-24   6.6226606e-24   4.4476241e-24
   1.1203398e+02   8.0723109e-24   6.6211743e-24   4.4456642e-24
   1.1229234e+02   8.0840204e-24   6.6196904e-24   4.4437034e-24
   1.1255128e+02   8.0957805e-24   6.6182088e-24   4.4417416e-24
   1.1281083e+02   8.1075913e-24   6.6167295e-24   4.4397788e-24
   1.1307097e+02   8.1194527e-24   6.6152524e-24   4.4378148e-24
   1.1333171e+02   8.1313649e-24   6.6137776e-24   4.4358496e-24
   1.1359306e+02   8.1433278e-24   6.6123050e-24   4.4338832e-24
   1.1385500e+02   8.1553414e-24   6.6108347e-24   4.4319154e-24
   1.1411755e+02   8.1674059e-24   6.6093667e-24   4.4299463e-24
   1.1438071e+02   8.1795212e-24   6.6079009e-24   4.4279757e-24
   1.1464447e+02   8.1916874e-24   6.6064373e-24   4.4260036e-24
   1.1490884e+02   8.2039045e-24   6.6049760e-24   4.4240299e-24
   1.1517382e+02   8.2161725e-24   6.6035169e-24   4.4220547e-24
   1.1543942e+02   8.2284915e-24   6.6020599e-24   4.4200777e-24
   1.1570562e+02   8.2408615e-24   6.6006052e-24   4.4180990e-24
   1.1597244e+02   8.2532826e-24   6.5991527e-24   4.4161186e-24
   1.1623987e+02   8.2657548e-24   6.5977024e-24   4.4141362e-24
   1.1650792e+02   8.2782781e-24   6.5962543e-24   4.4121520e-24
   1.1677659e+02   8.2908526e-24   6.5948083e-24   4.4101658e-24
   1.1704588e+02   8.3034782e-24   6.5933645e-24   4.4081776e-24
   1.1731579e+02   8.3161552e-24   6.5919229e-24   4.4061873e-24
   1.1758632e+02   8.3288834e-24   6.5904835e-24   4.4041948e-24
   1.1785747e+02   8.3416629e-24   6.5890462e-24   4.4022002e-24
   1.1812925e+02   8.3544938e-24   6.5876111e-24   4.4002034e-24
   1.1840166e+02   8.3673760e-24   6.5861781e-24   4.3982043e-24
   1.1867469e+02   8.3803098e-24   6.5847472e-24   4.3962028e-24
   1.1894836e+02   8.3932950e-24   6.5833185e-24   4.3941990e-24
   1.1922265e+02   8.4063317e-24   6.5818919e-24   4.3921927e-24
   1.1949758e+02   8.4194200e-24   6.5804675e-24   4.3901839e-24
   1.1977314e+02   8.4325600e-24   6.5790451e-24   4.3881726e-24
   1.2004934e+02   8.4457515e-24   6.5776249e-24   4.3861587e-24
   1.2032618e+02   8.4589948e-24   6.5762068e-24   4.3841422e-24
   1.2060365e+02   8.4722898e-24   6.5747908e-24   4.3821230e-24
   1.2088176e+02   8.4856366e-24   6.5733768e-24   4.3801010e-24
   1.2116052e+02   8.4990353e-24   6.5719650e-24   4.3780763e-24
   1.2143991e+02   8.5124858e-24   6.5705553e-24   4.3760487e-24
   1.2171996e+02   8.5259882e-24   6.5691476e-24   4.3740183e-24
   1.2200064e+02   8.5395426e-24   6.5677421e-24   4.3719849e-24
   1.2228198e+02   8.5531490e-24   6.5663386e-24   4.3699486e-24
   1.2256396e+02   8.5668075e-24   6.5649371e-24   4.3679093e-24
   1.2284659e+02   8.5805181e-24   6.5635378e-24   4.3658669e-24
   1.2312988e+02   8.5942809e-24   6.5621405e-24   4.3638214e-24
   1.2341382e+02   8.6080958e-24   6.5607452e-24   4.3617728e-24
   1.2369841e+02   8.6219630e-24   6.5593520e-24   4.3597210e-24
   1.2398366e+02   8.6358825e-24   6.5579609e-24   4.3576659e-24
   1.2426957e+02   8.6498544e-24   6.5565718e-24   4.3556076e-24
   1.2455613e+02   8.6638786e-24   6.5551847e-24   4.3535460e-24
   1.2484336e+02   8.6779553e-24   6.5537997e-24   4.3514810e-24
   1.2513125e+02   8.6920845e-24   6.5524167e-24   4.3494127e-24
   1.2541981e+02   8.7062663e-24   6.5510358e-24   4.3473409e-24
   1.2570902e+02   8.7205006e-24   6.5496568e-24   4.3452656e-24
   1.2599891e+02   8.7347876e-24   6.5482799e-24   4.3431868e-24
   1.2628946e+02   8.7491273e-24   6.5469050e-24   4.3411045e-24
   1.2658069e+02   8.7635198e-24   6.5455321e-24   4.3390186e-24
   1.2687259e+02   8.7779651e-24   6.5441613e-24   4.3369290e-24
   1.2716515e+02   8.7924632e-24   6.5427924e-24   4.3348358e-24
   1.2745840e+02   8.8070142e-24   6.5414255e-24   4.3327388e-24
   1.2775232e+02   8.8216183e-24   6.5400607e-24   4.3306382e-24
   1.2804692e+02   8.8362753e-24   6.5386978e-24   4.3285337e-24
   1.2834219e+02   8.8509854e-24   6.5373369e-24   4.3264255e-24
   1.2863815e+02   8.8657487e-24   6.5359780e-24   4.3243133e-24
   1.2893479e+02   8.8805651e-24   6.5346211e-24   4.3221973e-24
   1.2923212e+02   8.8954348e-24   6.5332662e-24   4.3200774e-24
   1.2953013e+02   8.9103578e-24   6.5319133e-24   4.3179535e-24
   1.2982882e+02   8.9253341e-24   6.5305623e-24   4.3158256e-24
   1.3012821e+02   8.9403638e-24   6.5292134e-24   4.3136937e-24
   1.3042829e+02   8.9554470e-24   6.5278664e-24   4.3115578e-24
   1.3072906e+02   8.9705838e-24   6.5265213e-24   4.3094177e-24
   1.3103052e+02   8.9857741e-24   6.5251783e-24   4.3072735e-24
   1.3133268e+02   9.0010180e-24   6.5238371e-24   4.3051252e-24
   1.3163553e+02   9.0163157e-24   6.5224980e-24   4.3029726e-24
   1.3193908e+02   9.0316671e-24   6.5211608e-24   4.3008159e-24
   1.3224333e+02   9.0470723e-24   6.5198256e-24   4.2986549e-24
   1.3254829e+02   9.0625314e-24   6.5184923e-24   4.2964896e-24
   1.3285395e+02   9.0780445e-24   6.5171610e-24   4.2943200e-24
   1.3316031e+02   9.0936115e-24   6.5158316e-24   4.2921460e-24
   1.3346738e+02   9.1092326e-24   6.5145042e-24   4.2899677e-24
   1.3377515e+02   9.1249078e-24   6.5131787e-24   4.2877850e-24
   1.3408364e+02   9.1406372e-24   6.5118551e-24   4.2855978e-24
   1.3439284e+02   9.1564209e-24   6.5105335e-24   4.2834062e-24
   1.3470275e+02   9.1722588e-24   6.5092138e-24   4.2812100e-24
   1.3501337e+02   9.1881511e-24   6.5078961e-24   4.2790094e-24
   1.3532472e+02   9.2040978e-24   6.5065803e-24   4.2768042e-24
   1.3563678e+02   9.2200990e-24   6.5052664e-24   4.2745944e-24
   1.3594956e+02   9.2361548e-24   6.5039545e-24   4.2723800e-24
   1.3626306e+02   9.2522652e-24   6.5026444e-24   4.2701610e-24
   1.3657728e+02   9.2684303e-24   6.5013364e-24   4.2679374e-24
   1.3689223e+02   9.2846501e-24   6.5000302e-24   4.2657090e-24
   1.3720790e+02   9.3009247e-24   6.4987259e-24   4.2634760e-24
   1.3752431e+02   9.3172542e-24   6.4974236e-24   4.2612382e-24
   1.3784144e+02   9.3336386e-24   6.4961232e-24   4.2589956e-24
