5		3.9656e-06
5.01		3.80125e-06
5.02		3.645e-06
5.03		3.49299e-06
5.04		3.34837e-06
5.05		3.20897e-06
5.06		3.07397e-06
5.07		2.94479e-06
5.08		2.82236e-06
5.09		2.70494e-06
5.1		2.5873e-06
5.11		2.47718e-06
5.12		2.37025e-06
5.13		2.26677e-06
5.14		2.17245e-06
5.15		2.07786e-06
5.16		1.98739e-06
5.17		1.90388e-06
5.18		1.82138e-06
5.19		1.74263e-06
5.2		1.66802e-06
5.21		1.5966e-06
5.22		1.52623e-06
5.23		1.46214e-06
5.24		1.39904e-06
5.25		1.34005e-06
5.26		1.28358e-06
5.27		1.22914e-06
5.28		1.17592e-06
5.29		1.12614e-06
5.3		1.07728e-06
5.31		1.03256e-06
5.32		9.87785e-07
5.33		9.43744e-07
5.34		9.02986e-07
5.35		8.64746e-07
5.36		8.26136e-07
5.37		7.89829e-07
5.38		7.55241e-07
5.39		7.23414e-07
5.4		6.91127e-07
5.41		6.59761e-07
5.42		6.3171e-07
5.43		6.05439e-07
5.44		5.79628e-07
5.45		5.54277e-07
5.46		5.29202e-07
5.47		5.05663e-07
5.48		4.84302e-07
5.49		4.62051e-07
5.5		4.42378e-07
5.51		4.21815e-07
5.52		4.0383e-07
5.53		3.85999e-07
5.54		3.69088e-07
5.55		3.52577e-07
5.56		3.37047e-07
5.57		3.21548e-07
5.58		3.08412e-07
5.59		2.95522e-07
5.6		2.82724e-07
5.61		2.69865e-07
5.62		2.5676e-07
5.63		2.45588e-07
5.64		2.33772e-07
5.65		2.23675e-07
5.66		2.14406e-07
5.67		2.04309e-07
5.68		1.95225e-07
5.69		1.86539e-07
5.7		1.78314e-07
5.71		1.70795e-07
5.72		1.62938e-07
5.73		1.5637e-07
5.74		1.49464e-07
5.75		1.42805e-07
5.76		1.36206e-07
5.77		1.29792e-07
5.78		1.23868e-07
5.79		1.18467e-07
5.8		1.12973e-07
5.81		1.08155e-07
5.82		1.03704e-07
5.83		9.8487e-08
5.84		9.42209e-08
5.85		8.94945e-08
5.86		8.56889e-08
5.87		8.20367e-08
5.88		7.82003e-08
5.89		7.51312e-08
5.9		7.20621e-08
5.91		6.86861e-08
5.92		6.55557e-08
5.93		6.23024e-08
5.94		5.92947e-08
5.95		5.65326e-08
5.96		5.4108e-08
5.97		5.14686e-08
5.98		4.91668e-08
5.99		4.68649e-08
6		4.52383e-08
6.01		4.3581e-08
6.02		4.17089e-08
6.03		3.9806e-08
6.04		3.8118e-08
6.05		3.62766e-08
6.06		3.46807e-08
6.07		3.29313e-08
6.08		3.12433e-08
6.09		2.99543e-08
6.1		2.8788e-08
6.11		2.79594e-08
6.12		2.6701e-08
6.13		2.532e-08
6.14		2.39082e-08
6.15		2.30488e-08
6.16		2.20667e-08
6.17		2.08698e-08
6.18		2.03173e-08
6.19		1.93045e-08
6.2		1.866e-08
6.21		1.76779e-08
6.22		1.66038e-08
6.23		1.5683e-08
6.24		1.51613e-08
6.25		1.45782e-08
6.26		1.40257e-08
6.27		1.3504e-08
6.28		1.30436e-08
6.29		1.24605e-08
6.3		1.19387e-08
6.31		1.15091e-08
6.32		1.11101e-08
6.33		1.05577e-08
6.34		1.03121e-08
6.35		9.94384e-09
6.36		9.57555e-09
6.37		9.26864e-09
6.38		8.80828e-09
6.39		8.40929e-09
6.4		8.10239e-09
6.41		7.64202e-09
6.42		7.24304e-09
6.43		6.69061e-09
6.44		6.29163e-09
6.45		6.01541e-09
6.46		5.83126e-09
6.47		5.43228e-09
6.48		5.09468e-09
6.49		4.94123e-09
6.5		4.81846e-09
6.51		4.66501e-09
6.52		4.51156e-09
6.53		4.41948e-09
6.54		4.3581e-09
6.55		4.29672e-09
6.56		3.95912e-09
6.57		3.71359e-09
6.58		3.46807e-09
6.59		3.16116e-09
6.6		3.09978e-09
6.61		3.06909e-09
6.62		2.97701e-09
6.63		2.85425e-09
6.64		2.73149e-09
6.65		2.60872e-09
6.66		2.45527e-09
6.67		2.30181e-09
6.68		2.24043e-09
6.69		2.17905e-09
6.7		2.14836e-09
6.71		2.05629e-09
6.72		2.0256e-09
6.73		1.99491e-09
6.74		1.87214e-09
6.75		1.74938e-09
6.76		1.74938e-09
6.77		1.688e-09
6.78		1.688e-09
6.79		1.59592e-09
6.8		1.56523e-09
6.81		1.47316e-09
6.82		1.38109e-09
6.83		1.3504e-09
6.84		1.31971e-09
6.85		1.28902e-09
6.86		1.25833e-09
6.87		1.19694e-09
6.88		1.07418e-09
6.89		1.04349e-09
6.9		9.82107e-10
6.91		9.20726e-10
6.92		8.90035e-10
6.93		8.28653e-10
6.94		8.28653e-10
6.95		8.28653e-10
6.96		8.28653e-10
6.97		7.97962e-10
6.98		7.0589e-10
6.99		7.0589e-10
7		6.75199e-10
7.01		6.44508e-10
7.02		6.44508e-10
7.03		5.83126e-10
7.04		5.83126e-10
7.05		5.52435e-10
7.06		4.91054e-10
7.07		4.91054e-10
7.08		4.91054e-10
7.09		4.91054e-10
7.1		4.60363e-10
7.11		4.60363e-10
7.12		4.60363e-10
