   0.000000000E+00   -1.236558137E-24
   2.595868822E-06   -1.236560498E-24
   1.866881075E-05   -1.236577201E-24
   1.087643553E-04   -1.236687379E-24
   2.440204009E-04   -1.236882492E-24
   3.792650137E-04   -1.237080091E-24
   5.144983437E-04   -1.237280246E-24
   6.497203178E-04   -1.237483050E-24
   7.849310482E-04   -1.237688600E-24
   9.201309754E-04   -1.237896942E-24
   1.055321505E-03   -1.238108134E-24
   1.190505268E-03   -1.238322237E-24
   1.325683597E-03   -1.238539302E-24
   1.460855795E-03   -1.238759371E-24
   1.596021482E-03   -1.238982495E-24
   1.731180559E-03   -1.239208731E-24
   1.866332702E-03   -1.239438119E-24
   2.001477836E-03   -1.239670701E-24
   2.136615595E-03   -1.239906524E-24
   2.271745738E-03   -1.240145638E-24
   2.406868230E-03   -1.240388076E-24
   2.541982469E-03   -1.240633866E-24
   2.677088605E-03   -1.240883030E-24
   2.812185957E-03   -1.241135563E-24
   2.947273852E-03   -1.241391486E-24
   3.082351054E-03   -1.241650821E-24
   3.217414782E-03   -1.241913577E-24
   3.352462818E-03   -1.242179736E-24
   3.487494081E-03   -1.242449281E-24
   3.622509214E-03   -1.242722212E-24
   3.757508535E-03   -1.242998544E-24
   3.892491300E-03   -1.243278299E-24
   4.027456227E-03   -1.243561479E-24
   4.162402586E-03   -1.243848073E-24
   4.297330765E-03   -1.244138052E-24
   4.432240295E-03   -1.244431402E-24
   4.567129917E-03   -1.244728116E-24
   4.701998788E-03   -1.245028201E-24
   4.836846459E-03   -1.245331672E-24
   4.971671496E-03   -1.245638530E-24
   5.106472038E-03   -1.245948773E-24
   5.241247185E-03   -1.246262396E-24
   5.375998083E-03   -1.246579404E-24
   5.510726656E-03   -1.246899784E-24
   5.645436160E-03   -1.247223544E-24
   5.780131391E-03   -1.247550694E-24
   5.914817635E-03   -1.247881256E-24
   6.049499015E-03   -1.248215245E-24
   6.184177041E-03   -1.248552658E-24
   6.318850304E-03   -1.248893508E-24
   6.453515303E-03   -1.249237779E-24
   6.588169210E-03   -1.249585447E-24
   6.722810982E-03   -1.249936483E-24
   6.857443237E-03   -1.250290877E-24
   6.992068971E-03   -1.250648616E-24
   7.126689776E-03   -1.251009695E-24
   7.261304611E-03   -1.251374096E-24
   7.395911798E-03   -1.251741831E-24
   7.530509838E-03   -1.252112926E-24
   7.665100169E-03   -1.252487398E-24
   7.799685582E-03   -1.252865266E-24
   7.934268800E-03   -1.253246536E-24
   8.068851346E-03   -1.253631222E-24
   8.203432514E-03   -1.254019334E-24
   8.338011966E-03   -1.254410847E-24
   8.472590726E-03   -1.254805749E-24
   8.607170161E-03   -1.255204041E-24
   8.741751346E-03   -1.255605717E-24
   8.876334834E-03   -1.256010752E-24
   9.010922897E-03   -1.256419153E-24
   9.145519538E-03   -1.256830954E-24
   9.280127872E-03   -1.257246193E-24
   9.414749416E-03   -1.257664874E-24
   9.549383584E-03   -1.258086963E-24
   9.684028416E-03   -1.258512422E-24
   9.818682735E-03   -1.258941234E-24
   9.953345974E-03   -1.259373397E-24
   1.008801861E-02   -1.259808898E-24
   1.022269935E-02   -1.260247735E-24
   1.035738591E-02   -1.260689905E-24
   1.049207793E-02   -1.261135404E-24
   1.062677635E-02   -1.261584212E-24
   1.076148228E-02   -1.262036336E-24
   1.089619455E-02   -1.262491767E-24
   1.103091011E-02   -1.262950494E-24
   1.116562673E-02   -1.263412511E-24
   1.130034322E-02   -1.263877800E-24
   1.143505753E-02   -1.264346348E-24
   1.156976607E-02   -1.264818140E-24
   1.170446420E-02   -1.265293147E-24
   1.183914834E-02   -1.265771354E-24
   1.197381739E-02   -1.266252750E-24
   1.210847299E-02   -1.266737326E-24
   1.224311788E-02   -1.267225086E-24
   1.237775291E-02   -1.267716030E-24
   1.251237593E-02   -1.268210159E-24
   1.264698373E-02   -1.268707459E-24
   1.278157390E-02   -1.269207924E-24
   1.291614620E-02   -1.269711583E-24
   1.305070216E-02   -1.270218417E-24
   1.318524470E-02   -1.270728425E-24
   1.331977543E-02   -1.271241626E-24
   1.345429332E-02   -1.271757975E-24
   1.358879630E-02   -1.272277459E-24
   1.372328335E-02   -1.272800096E-24
   1.385775498E-02   -1.273325890E-24
   1.399221221E-02   -1.273854860E-24
   1.412665445E-02   -1.274387018E-24
   1.426108094E-02   -1.274922350E-24
   1.439548992E-02   -1.275460863E-24
   1.452987989E-02   -1.276002508E-24
   1.466425089E-02   -1.276547279E-24
   1.479860398E-02   -1.277095203E-24
   1.493158244E-02   -1.277640428E-24
   1.506137228E-02   -1.278175863E-24
   1.519114073E-02   -1.278714222E-24
   1.532089143E-02   -1.279255503E-24
   1.545062906E-02   -1.279799721E-24
   1.558035730E-02   -1.280346898E-24
   1.571007950E-02   -1.280897013E-24
   1.583979906E-02   -1.281450092E-24
   1.596951790E-02   -1.282006142E-24
   1.609923873E-02   -1.282565165E-24
   1.622896421E-02   -1.283127180E-24
   1.635869263E-02   -1.283692169E-24
   1.648842706E-02   -1.284260147E-24
   1.661816622E-02   -1.284831100E-24
   1.674791480E-02   -1.285405044E-24
   1.687767526E-02   -1.285981996E-24
   1.700744900E-02   -1.286561957E-24
   1.713723591E-02   -1.287144922E-24
   1.726703327E-02   -1.287730892E-24
   1.739774951E-02   -1.288324527E-24
   1.753210028E-02   -1.288937226E-24
   1.766646716E-02   -1.289553127E-24
   1.780084843E-02   -1.290172215E-24
   1.793524049E-02   -1.290794444E-24
   1.806963976E-02   -1.291419793E-24
   1.820404337E-02   -1.292048252E-24
   1.833844968E-02   -1.292679819E-24
   1.847285569E-02   -1.293314495E-24
   1.860725858E-02   -1.293952249E-24
   1.874165308E-02   -1.294593042E-24
   1.887603800E-02   -1.295236866E-24
   1.901041239E-02   -1.295883717E-24
   1.914477728E-02   -1.296533584E-24
   1.927913258E-02   -1.297185695E-24
   1.940894866E-02   -1.297819404E-24
   1.953874871E-02   -1.298455905E-24
   1.966853104E-02   -1.299095170E-24
   1.979829565E-02   -1.299737192E-24
   1.992804278E-02   -1.300381968E-24
   2.005777320E-02   -1.301029488E-24
   2.018748629E-02   -1.301679733E-24
   2.031718062E-02   -1.302332672E-24
   2.044685485E-02   -1.302988288E-24
   2.057650672E-02   -1.303646571E-24
   2.070613427E-02   -1.304307491E-24
   2.083573571E-02   -1.304971023E-24
   2.096530954E-02   -1.305637166E-24
   2.109485470E-02   -1.306305925E-24
   2.122437058E-02   -1.306977309E-24
   2.135385608E-02   -1.307651308E-24
   2.148330993E-02   -1.308327922E-24
